feature,delta3d_blend_weight,importance
base__ecfp_1676,0.5,0.0
base__ecfp_1675,0.5,0.0
base__ecfp_1674,0.5,0.0
base__ecfp_1673,0.5,0.0
base__ecfp_1672,0.5,0.0
base__ecfp_1671,0.5,0.0
base__ecfp_1670,0.5,0.0
base__ecfp_1204,0.5,0.0
base__ecfp_1667,0.5,0.0
base__ecfp_1666,0.5,0.0
base__ecfp_1665,0.5,0.0
base__ecfp_1690,0.5,0.0
base__ecfp_1692,0.5,0.0
base__ecfp_1714,0.5,0.0
base__ecfp_1693,0.5,0.0
base__ecfp_1713,0.5,0.0
base__ecfp_1712,0.5,0.0
base__ecfp_1711,0.5,0.0
base__ecfp_1710,0.5,0.0
base__ecfp_1709,0.5,0.0
base__ecfp_1708,0.5,0.0
base__ecfp_1707,0.5,0.0
base__ecfp_2031,0.5,0.0
base__ecfp_1705,0.5,0.0
base__ecfp_2032,0.5,0.0
base__ecfp_1704,0.5,0.0
base__ecfp_1703,0.5,0.0
base__ecfp_1702,0.5,0.0
base__ecfp_2033,0.5,0.0
base__ecfp_1701,0.5,0.0
base__ecfp_2034,0.5,0.0
base__ecfp_1700,0.5,0.0
base__ecfp_1699,0.5,0.0
base__ecfp_1698,0.5,0.0
base__ecfp_1697,0.5,0.0
base__ecfp_1696,0.5,0.0
base__ecfp_1695,0.5,0.0
base__ecfp_1694,0.5,0.0
base__ecfp_1668,0.5,0.0
base__ecfp_1117,0.5,0.0
base__ecfp_1202,0.5,0.0
base__ecfp_439,0.5,0.0
base__ecfp_454,0.5,0.0
base__ecfp_453,0.5,0.0
base__ecfp_452,0.5,0.0
base__ecfp_451,0.5,0.0
base__ecfp_450,0.5,0.0
base__ecfp_447,0.5,0.0
base__ecfp_445,0.5,0.0
base__ecfp_444,0.5,0.0
base__ecfp_443,0.5,0.0
base__ecfp_442,0.5,0.0
base__ecfp_441,0.5,0.0
base__ecfp_440,0.5,0.0
base__ecfp_437,0.5,0.0
base__ecfp_456,0.5,0.0
base__ecfp_436,0.5,0.0
base__ecfp_435,0.5,0.0
base__ecfp_434,0.5,0.0
base__ecfp_433,0.5,0.0
base__ecfp_432,0.5,0.0
base__ecfp_431,0.5,0.0
base__ecfp_430,0.5,0.0
base__ecfp_429,0.5,0.0
base__ecfp_428,0.5,0.0
base__ecfp_427,0.5,0.0
base__ecfp_426,0.5,0.0
base__ecfp_425,0.5,0.0
base__ecfp_455,0.5,0.0
base__ecfp_457,0.5,0.0
base__ecfp_496,0.5,0.0
base__ecfp_478,0.5,0.0
base__ecfp_494,0.5,0.0
base__ecfp_493,0.5,0.0
base__ecfp_492,0.5,0.0
base__ecfp_491,0.5,0.0
base__ecfp_490,0.5,0.0
base__ecfp_489,0.5,0.0
base__ecfp_485,0.5,0.0
base__ecfp_484,0.5,0.0
base__ecfp_483,0.5,0.0
base__ecfp_482,0.5,0.0
base__ecfp_481,0.5,0.0
base__ecfp_480,0.5,0.0
base__ecfp_477,0.5,0.0
base__ecfp_458,0.5,0.0
base__ecfp_476,0.5,0.0
base__ecfp_474,0.5,0.0
base__ecfp_472,0.5,0.0
base__ecfp_470,0.5,0.0
base__ecfp_469,0.5,0.0
base__ecfp_468,0.5,0.0
base__ecfp_467,0.5,0.0
base__ecfp_465,0.5,0.0
base__ecfp_464,0.5,0.0
base__ecfp_462,0.5,0.0
base__ecfp_461,0.5,0.0
base__ecfp_459,0.5,0.0
base__ecfp_424,0.5,0.0
base__ecfp_423,0.5,0.0
base__ecfp_422,0.5,0.0
base__ecfp_370,0.5,0.0
base__ecfp_384,0.5,0.0
base__ecfp_383,0.5,0.0
base__ecfp_382,0.5,0.0
base__ecfp_380,0.5,0.0
base__ecfp_379,0.5,0.0
base__ecfp_377,0.5,0.0
base__ecfp_376,0.5,0.0
base__ecfp_375,0.5,0.0
base__ecfp_374,0.5,0.0
base__ecfp_373,0.5,0.0
base__ecfp_372,0.5,0.0
base__ecfp_371,0.5,0.0
base__ecfp_368,0.5,0.0
base__ecfp_421,0.5,0.0
base__ecfp_367,0.5,0.0
base__ecfp_365,0.5,0.0
base__ecfp_364,0.5,0.0
base__ecfp_363,0.5,0.0
base__ecfp_362,0.5,0.0
base__ecfp_361,0.5,0.0
base__ecfp_360,0.5,0.0
base__ecfp_359,0.5,0.0
base__ecfp_75,0.5,0.0
base__ecfp_357,0.5,0.0
base__ecfp_356,0.5,0.0
base__ecfp_355,0.5,0.0
base__ecfp_385,0.5,0.0
base__ecfp_386,0.5,0.0
base__ecfp_387,0.5,0.0
base__ecfp_390,0.5,0.0
base__ecfp_420,0.5,0.0
base__ecfp_417,0.5,0.0
base__ecfp_416,0.5,0.0
base__ecfp_415,0.5,0.0
base__ecfp_414,0.5,0.0
base__ecfp_413,0.5,0.0
base__ecfp_412,0.5,0.0
base__ecfp_411,0.5,0.0
base__ecfp_410,0.5,0.0
base__ecfp_409,0.5,0.0
base__ecfp_408,0.5,0.0
base__ecfp_407,0.5,0.0
base__ecfp_405,0.5,0.0
base__ecfp_404,0.5,0.0
base__ecfp_403,0.5,0.0
base__ecfp_402,0.5,0.0
base__ecfp_400,0.5,0.0
base__ecfp_399,0.5,0.0
base__ecfp_398,0.5,0.0
base__ecfp_397,0.5,0.0
base__ecfp_396,0.5,0.0
base__ecfp_395,0.5,0.0
base__ecfp_394,0.5,0.0
base__ecfp_393,0.5,0.0
base__ecfp_391,0.5,0.0
base__ecfp_495,0.5,0.0
base__ecfp_497,0.5,0.0
base__ecfp_353,0.5,0.0
base__ecfp_579,0.5,0.0
base__ecfp_73,0.5,0.0
base__ecfp_590,0.5,0.0
base__ecfp_589,0.5,0.0
base__ecfp_588,0.5,0.0
base__ecfp_587,0.5,0.0
base__ecfp_586,0.5,0.0
base__ecfp_585,0.5,0.0
base__ecfp_584,0.5,0.0
base__ecfp_583,0.5,0.0
base__ecfp_582,0.5,0.0
base__ecfp_581,0.5,0.0
base__ecfp_580,0.5,0.0
base__ecfp_578,0.5,0.0
base__ecfp_72,0.5,0.0
base__ecfp_577,0.5,0.0
base__ecfp_576,0.5,0.0
base__ecfp_575,0.5,0.0
base__ecfp_573,0.5,0.0
base__ecfp_572,0.5,0.0
base__ecfp_571,0.5,0.0
base__ecfp_570,0.5,0.0
base__ecfp_569,0.5,0.0
base__ecfp_568,0.5,0.0
base__ecfp_567,0.5,0.0
base__ecfp_566,0.5,0.0
base__ecfp_565,0.5,0.0
base__ecfp_592,0.5,0.0
base__ecfp_594,0.5,0.0
base__ecfp_498,0.5,0.0
base__ecfp_612,0.5,0.0
base__ecfp_627,0.5,0.0
base__ecfp_626,0.5,0.0
base__ecfp_623,0.5,0.0
base__ecfp_622,0.5,0.0
base__ecfp_621,0.5,0.0
base__ecfp_620,0.5,0.0
base__ecfp_619,0.5,0.0
base__ecfp_617,0.5,0.0
base__ecfp_616,0.5,0.0
base__ecfp_615,0.5,0.0
base__ecfp_614,0.5,0.0
base__ecfp_613,0.5,0.0
base__ecfp_611,0.5,0.0
base__ecfp_595,0.5,0.0
base__ecfp_610,0.5,0.0
base__ecfp_609,0.5,0.0
base__ecfp_608,0.5,0.0
base__ecfp_607,0.5,0.0
base__ecfp_606,0.5,0.0
base__ecfp_604,0.5,0.0
base__ecfp_602,0.5,0.0
base__ecfp_601,0.5,0.0
base__ecfp_600,0.5,0.0
base__ecfp_598,0.5,0.0
base__ecfp_597,0.5,0.0
base__ecfp_596,0.5,0.0
base__ecfp_564,0.5,0.0
base__ecfp_563,0.5,0.0
base__ecfp_562,0.5,0.0
base__ecfp_514,0.5,0.0
base__ecfp_526,0.5,0.0
base__ecfp_525,0.5,0.0
base__ecfp_524,0.5,0.0
base__ecfp_74,0.5,0.0
base__ecfp_522,0.5,0.0
base__ecfp_521,0.5,0.0
base__ecfp_520,0.5,0.0
base__ecfp_519,0.5,0.0
base__ecfp_518,0.5,0.0
base__ecfp_517,0.5,0.0
base__ecfp_516,0.5,0.0
base__ecfp_515,0.5,0.0
base__ecfp_513,0.5,0.0
base__ecfp_559,0.5,0.0
base__ecfp_512,0.5,0.0
base__ecfp_511,0.5,0.0
base__ecfp_510,0.5,0.0
base__ecfp_509,0.5,0.0
base__ecfp_508,0.5,0.0
base__ecfp_506,0.5,0.0
base__ecfp_505,0.5,0.0
base__ecfp_503,0.5,0.0
base__ecfp_502,0.5,0.0
base__ecfp_501,0.5,0.0
base__ecfp_500,0.5,0.0
base__ecfp_499,0.5,0.0
base__ecfp_527,0.5,0.0
base__ecfp_528,0.5,0.0
base__ecfp_529,0.5,0.0
base__ecfp_530,0.5,0.0
base__ecfp_558,0.5,0.0
base__ecfp_557,0.5,0.0
base__ecfp_554,0.5,0.0
base__ecfp_552,0.5,0.0
base__ecfp_551,0.5,0.0
base__ecfp_550,0.5,0.0
base__ecfp_549,0.5,0.0
base__ecfp_548,0.5,0.0
base__ecfp_547,0.5,0.0
base__ecfp_546,0.5,0.0
base__ecfp_545,0.5,0.0
base__ecfp_544,0.5,0.0
base__ecfp_543,0.5,0.0
base__ecfp_542,0.5,0.0
base__ecfp_541,0.5,0.0
base__ecfp_540,0.5,0.0
base__ecfp_539,0.5,0.0
base__ecfp_538,0.5,0.0
base__ecfp_537,0.5,0.0
base__ecfp_536,0.5,0.0
base__ecfp_535,0.5,0.0
base__ecfp_534,0.5,0.0
base__ecfp_533,0.5,0.0
base__ecfp_532,0.5,0.0
base__ecfp_531,0.5,0.0
base__ecfp_354,0.5,0.0
base__ecfp_350,0.5,0.0
base__ecfp_1201,0.5,0.0
base__ecfp_161,0.5,0.0
base__ecfp_174,0.5,0.0
base__ecfp_173,0.5,0.0
base__ecfp_171,0.5,0.0
base__ecfp_170,0.5,0.0
base__ecfp_169,0.5,0.0
base__ecfp_168,0.5,0.0
base__ecfp_167,0.5,0.0
base__ecfp_166,0.5,0.0
base__ecfp_165,0.5,0.0
base__ecfp_164,0.5,0.0
base__ecfp_163,0.5,0.0
base__ecfp_162,0.5,0.0
base__ecfp_160,0.5,0.0
base__ecfp_176,0.5,0.0
base__ecfp_159,0.5,0.0
base__ecfp_158,0.5,0.0
base__ecfp_156,0.5,0.0
base__ecfp_155,0.5,0.0
base__ecfp_154,0.5,0.0
base__ecfp_153,0.5,0.0
base__ecfp_152,0.5,0.0
base__ecfp_151,0.5,0.0
base__ecfp_150,0.5,0.0
base__ecfp_149,0.5,0.0
base__ecfp_147,0.5,0.0
base__ecfp_144,0.5,0.0
base__ecfp_175,0.5,0.0
base__ecfp_177,0.5,0.0
base__ecfp_213,0.5,0.0
base__ecfp_195,0.5,0.0
base__ecfp_211,0.5,0.0
base__ecfp_210,0.5,0.0
base__ecfp_209,0.5,0.0
base__ecfp_208,0.5,0.0
base__ecfp_206,0.5,0.0
base__ecfp_202,0.5,0.0
base__ecfp_201,0.5,0.0
base__ecfp_200,0.5,0.0
base__ecfp_199,0.5,0.0
base__ecfp_198,0.5,0.0
base__ecfp_197,0.5,0.0
base__ecfp_196,0.5,0.0
base__ecfp_194,0.5,0.0
base__ecfp_178,0.5,0.0
base__ecfp_193,0.5,0.0
base__ecfp_191,0.5,0.0
base__ecfp_190,0.5,0.0
base__ecfp_189,0.5,0.0
base__ecfp_188,0.5,0.0
base__ecfp_187,0.5,0.0
base__ecfp_186,0.5,0.0
base__ecfp_184,0.5,0.0
base__ecfp_183,0.5,0.0
base__ecfp_182,0.5,0.0
base__ecfp_181,0.5,0.0
base__ecfp_179,0.5,0.0
base__ecfp_143,0.5,0.0
base__ecfp_142,0.5,0.0
base__ecfp_141,0.5,0.0
base__ecfp_95,0.5,0.0
base__ecfp_108,0.5,0.0
base__ecfp_107,0.5,0.0
base__ecfp_106,0.5,0.0
base__ecfp_105,0.5,0.0
base__ecfp_104,0.5,0.0
base__ecfp_103,0.5,0.0
base__ecfp_102,0.5,0.0
base__ecfp_101,0.5,0.0
base__ecfp_100,0.5,0.0
base__ecfp_99,0.5,0.0
base__ecfp_98,0.5,0.0
base__ecfp_97,0.5,0.0
base__ecfp_94,0.5,0.0
base__ecfp_140,0.5,0.0
base__ecfp_93,0.5,0.0
base__ecfp_92,0.5,0.0
base__ecfp_91,0.5,0.0
base__ecfp_90,0.5,0.0
base__ecfp_89,0.5,0.0
base__ecfp_88,0.5,0.0
base__ecfp_87,0.5,0.0
base__ecfp_86,0.5,0.0
base__ecfp_85,0.5,0.0
base__ecfp_84,0.5,0.0
base__ecfp_83,0.5,0.0
base__ecfp_82,0.5,0.0
base__ecfp_109,0.5,0.0
base__ecfp_110,0.5,0.0
base__ecfp_111,0.5,0.0
base__ecfp_112,0.5,0.0
base__ecfp_139,0.5,0.0
base__ecfp_138,0.5,0.0
base__ecfp_137,0.5,0.0
base__ecfp_136,0.5,0.0
base__ecfp_135,0.5,0.0
base__ecfp_134,0.5,0.0
base__ecfp_133,0.5,0.0
base__ecfp_132,0.5,0.0
base__ecfp_131,0.5,0.0
base__ecfp_79,0.5,0.0
base__ecfp_129,0.5,0.0
base__ecfp_128,0.5,0.0
base__ecfp_127,0.5,0.0
base__ecfp_126,0.5,0.0
base__ecfp_125,0.5,0.0
base__ecfp_124,0.5,0.0
base__ecfp_123,0.5,0.0
base__ecfp_122,0.5,0.0
base__ecfp_121,0.5,0.0
base__ecfp_120,0.5,0.0
base__ecfp_119,0.5,0.0
base__ecfp_118,0.5,0.0
base__ecfp_117,0.5,0.0
base__ecfp_115,0.5,0.0
base__ecfp_113,0.5,0.0
base__ecfp_212,0.5,0.0
base__ecfp_214,0.5,0.0
base__ecfp_349,0.5,0.0
base__ecfp_302,0.5,0.0
base__ecfp_316,0.5,0.0
base__ecfp_315,0.5,0.0
base__ecfp_313,0.5,0.0
base__ecfp_312,0.5,0.0
base__ecfp_311,0.5,0.0
base__ecfp_309,0.5,0.0
base__ecfp_308,0.5,0.0
base__ecfp_307,0.5,0.0
base__ecfp_306,0.5,0.0
base__ecfp_305,0.5,0.0
base__ecfp_304,0.5,0.0
base__ecfp_303,0.5,0.0
base__ecfp_301,0.5,0.0
base__ecfp_318,0.5,0.0
base__ecfp_300,0.5,0.0
base__ecfp_299,0.5,0.0
base__ecfp_297,0.5,0.0
base__ecfp_296,0.5,0.0
base__ecfp_295,0.5,0.0
base__ecfp_293,0.5,0.0
base__ecfp_292,0.5,0.0
base__ecfp_291,0.5,0.0
base__ecfp_290,0.5,0.0
base__ecfp_287,0.5,0.0
base__ecfp_286,0.5,0.0
base__ecfp_285,0.5,0.0
base__ecfp_317,0.5,0.0
base__ecfp_319,0.5,0.0
base__ecfp_215,0.5,0.0
base__ecfp_335,0.5,0.0
base__ecfp_76,0.5,0.0
base__ecfp_347,0.5,0.0
base__ecfp_346,0.5,0.0
base__ecfp_345,0.5,0.0
base__ecfp_343,0.5,0.0
base__ecfp_342,0.5,0.0
base__ecfp_341,0.5,0.0
base__ecfp_340,0.5,0.0
base__ecfp_339,0.5,0.0
base__ecfp_338,0.5,0.0
base__ecfp_337,0.5,0.0
base__ecfp_336,0.5,0.0
base__ecfp_333,0.5,0.0
base__ecfp_320,0.5,0.0
base__ecfp_332,0.5,0.0
base__ecfp_331,0.5,0.0
base__ecfp_330,0.5,0.0
base__ecfp_329,0.5,0.0
base__ecfp_328,0.5,0.0
base__ecfp_327,0.5,0.0
base__ecfp_326,0.5,0.0
base__ecfp_325,0.5,0.0
base__ecfp_324,0.5,0.0
base__ecfp_323,0.5,0.0
base__ecfp_322,0.5,0.0
base__ecfp_321,0.5,0.0
base__ecfp_284,0.5,0.0
base__ecfp_77,0.5,0.0
base__ecfp_281,0.5,0.0
base__ecfp_231,0.5,0.0
base__ecfp_247,0.5,0.0
base__ecfp_246,0.5,0.0
base__ecfp_245,0.5,0.0
base__ecfp_242,0.5,0.0
base__ecfp_240,0.5,0.0
base__ecfp_239,0.5,0.0
base__ecfp_238,0.5,0.0
base__ecfp_237,0.5,0.0
base__ecfp_236,0.5,0.0
base__ecfp_234,0.5,0.0
base__ecfp_233,0.5,0.0
base__ecfp_232,0.5,0.0
base__ecfp_230,0.5,0.0
base__ecfp_280,0.5,0.0
base__ecfp_229,0.5,0.0
base__ecfp_228,0.5,0.0
base__ecfp_227,0.5,0.0
base__ecfp_225,0.5,0.0
base__ecfp_224,0.5,0.0
base__ecfp_223,0.5,0.0
base__ecfp_221,0.5,0.0
base__ecfp_220,0.5,0.0
base__ecfp_219,0.5,0.0
base__ecfp_218,0.5,0.0
base__ecfp_217,0.5,0.0
base__ecfp_216,0.5,0.0
base__ecfp_248,0.5,0.0
base__ecfp_249,0.5,0.0
base__ecfp_250,0.5,0.0
base__ecfp_78,0.5,0.0
base__ecfp_279,0.5,0.0
base__ecfp_278,0.5,0.0
base__ecfp_277,0.5,0.0
base__ecfp_276,0.5,0.0
base__ecfp_275,0.5,0.0
base__ecfp_274,0.5,0.0
base__ecfp_272,0.5,0.0
base__ecfp_271,0.5,0.0
base__ecfp_270,0.5,0.0
base__ecfp_269,0.5,0.0
base__ecfp_268,0.5,0.0
base__ecfp_267,0.5,0.0
base__ecfp_266,0.5,0.0
base__ecfp_265,0.5,0.0
base__ecfp_264,0.5,0.0
base__ecfp_263,0.5,0.0
base__ecfp_262,0.5,0.0
base__ecfp_261,0.5,0.0
base__ecfp_260,0.5,0.0
base__ecfp_259,0.5,0.0
base__ecfp_258,0.5,0.0
base__ecfp_257,0.5,0.0
base__ecfp_256,0.5,0.0
base__ecfp_253,0.5,0.0
base__ecfp_252,0.5,0.0
base__ecfp_628,0.5,0.0
base__ecfp_629,0.5,0.0
base__ecfp_630,0.5,0.0
base__ecfp_1000,0.5,0.0
base__ecfp_60,0.5,0.0
base__ecfp_1016,0.5,0.0
base__ecfp_1015,0.5,0.0
base__ecfp_1014,0.5,0.0
base__ecfp_1012,0.5,0.0
base__ecfp_1011,0.5,0.0
base__ecfp_1010,0.5,0.0
base__ecfp_1007,0.5,0.0
base__ecfp_1006,0.5,0.0
base__ecfp_1003,0.5,0.0
base__ecfp_1002,0.5,0.0
base__ecfp_1001,0.5,0.0
base__ecfp_999,0.5,0.0
base__ecfp_1022,0.5,0.0
base__ecfp_998,0.5,0.0
base__ecfp_996,0.5,0.0
base__ecfp_995,0.5,0.0
base__ecfp_994,0.5,0.0
base__ecfp_993,0.5,0.0
base__ecfp_992,0.5,0.0
base__ecfp_991,0.5,0.0
base__ecfp_990,0.5,0.0
base__ecfp_989,0.5,0.0
base__ecfp_988,0.5,0.0
base__ecfp_987,0.5,0.0
base__ecfp_986,0.5,0.0
base__ecfp_1020,0.5,0.0
base__ecfp_1023,0.5,0.0
base__ecfp_1063,0.5,0.0
base__ecfp_1042,0.5,0.0
base__ecfp_1061,0.5,0.0
base__ecfp_1058,0.5,0.0
base__ecfp_1056,0.5,0.0
base__ecfp_1054,0.5,0.0
base__ecfp_1053,0.5,0.0
base__ecfp_1052,0.5,0.0
base__ecfp_1050,0.5,0.0
base__ecfp_1049,0.5,0.0
base__ecfp_1048,0.5,0.0
base__ecfp_1047,0.5,0.0
base__ecfp_1046,0.5,0.0
base__ecfp_1044,0.5,0.0
base__ecfp_1041,0.5,0.0
base__ecfp_1024,0.5,0.0
base__ecfp_1040,0.5,0.0
base__ecfp_58,0.5,0.0
base__ecfp_1038,0.5,0.0
base__ecfp_1037,0.5,0.0
base__ecfp_1035,0.5,0.0
base__ecfp_1033,0.5,0.0
base__ecfp_1032,0.5,0.0
base__ecfp_1031,0.5,0.0
base__ecfp_1030,0.5,0.0
base__ecfp_1029,0.5,0.0
base__ecfp_1027,0.5,0.0
base__ecfp_1026,0.5,0.0
base__ecfp_985,0.5,0.0
base__ecfp_984,0.5,0.0
base__ecfp_983,0.5,0.0
base__ecfp_927,0.5,0.0
base__ecfp_944,0.5,0.0
base__ecfp_941,0.5,0.0
base__ecfp_940,0.5,0.0
base__ecfp_939,0.5,0.0
base__ecfp_938,0.5,0.0
base__ecfp_937,0.5,0.0
base__ecfp_936,0.5,0.0
base__ecfp_934,0.5,0.0
base__ecfp_931,0.5,0.0
base__ecfp_930,0.5,0.0
base__ecfp_929,0.5,0.0
base__ecfp_928,0.5,0.0
base__ecfp_925,0.5,0.0
base__ecfp_982,0.5,0.0
base__ecfp_924,0.5,0.0
base__ecfp_923,0.5,0.0
base__ecfp_922,0.5,0.0
base__ecfp_921,0.5,0.0
base__ecfp_920,0.5,0.0
base__ecfp_919,0.5,0.0
base__ecfp_918,0.5,0.0
base__ecfp_917,0.5,0.0
base__ecfp_916,0.5,0.0
base__ecfp_915,0.5,0.0
base__ecfp_914,0.5,0.0
base__ecfp_913,0.5,0.0
base__ecfp_945,0.5,0.0
base__ecfp_946,0.5,0.0
base__ecfp_947,0.5,0.0
base__ecfp_948,0.5,0.0
base__ecfp_981,0.5,0.0
base__ecfp_979,0.5,0.0
base__ecfp_977,0.5,0.0
base__ecfp_976,0.5,0.0
base__ecfp_975,0.5,0.0
base__ecfp_973,0.5,0.0
base__ecfp_972,0.5,0.0
base__ecfp_971,0.5,0.0
base__ecfp_968,0.5,0.0
base__ecfp_967,0.5,0.0
base__ecfp_966,0.5,0.0
base__ecfp_965,0.5,0.0
base__ecfp_964,0.5,0.0
base__ecfp_963,0.5,0.0
base__ecfp_962,0.5,0.0
base__ecfp_961,0.5,0.0
base__ecfp_959,0.5,0.0
base__ecfp_958,0.5,0.0
base__ecfp_957,0.5,0.0
base__ecfp_956,0.5,0.0
base__ecfp_955,0.5,0.0
base__ecfp_954,0.5,0.0
base__ecfp_952,0.5,0.0
base__ecfp_61,0.5,0.0
base__ecfp_949,0.5,0.0
base__ecfp_1062,0.5,0.0
base__ecfp_1064,0.5,0.0
base__ecfp_631,0.5,0.0
base__ecfp_1151,0.5,0.0
base__ecfp_1166,0.5,0.0
base__ecfp_1165,0.5,0.0
base__ecfp_52,0.5,0.0
base__ecfp_1161,0.5,0.0
base__ecfp_1159,0.5,0.0
base__ecfp_1158,0.5,0.0
base__ecfp_1157,0.5,0.0
base__ecfp_1156,0.5,0.0
base__ecfp_1155,0.5,0.0
base__ecfp_1154,0.5,0.0
base__ecfp_1153,0.5,0.0
base__ecfp_53,0.5,0.0
base__ecfp_1150,0.5,0.0
base__ecfp_1168,0.5,0.0
base__ecfp_1149,0.5,0.0
base__ecfp_1148,0.5,0.0
base__ecfp_1147,0.5,0.0
base__ecfp_1146,0.5,0.0
base__ecfp_1144,0.5,0.0
base__ecfp_1141,0.5,0.0
base__ecfp_1140,0.5,0.0
base__ecfp_1139,0.5,0.0
base__ecfp_1138,0.5,0.0
base__ecfp_1137,0.5,0.0
base__ecfp_1136,0.5,0.0
base__ecfp_55,0.5,0.0
base__ecfp_1167,0.5,0.0
base__ecfp_1169,0.5,0.0
base__ecfp_1065,0.5,0.0
base__ecfp_1186,0.5,0.0
base__ecfp_1200,0.5,0.0
base__ecfp_1198,0.5,0.0
base__ecfp_1197,0.5,0.0
base__ecfp_1196,0.5,0.0
base__ecfp_1195,0.5,0.0
base__ecfp_1194,0.5,0.0
base__ecfp_1193,0.5,0.0
base__ecfp_1192,0.5,0.0
base__ecfp_1191,0.5,0.0
base__ecfp_51,0.5,0.0
base__ecfp_1188,0.5,0.0
base__ecfp_1187,0.5,0.0
base__ecfp_1185,0.5,0.0
base__ecfp_1170,0.5,0.0
base__ecfp_1183,0.5,0.0
base__ecfp_1182,0.5,0.0
base__ecfp_1181,0.5,0.0
base__ecfp_1179,0.5,0.0
base__ecfp_1178,0.5,0.0
base__ecfp_1177,0.5,0.0
base__ecfp_1176,0.5,0.0
base__ecfp_1175,0.5,0.0
base__ecfp_1174,0.5,0.0
base__ecfp_1173,0.5,0.0
base__ecfp_1172,0.5,0.0
base__ecfp_1171,0.5,0.0
base__ecfp_1134,0.5,0.0
base__ecfp_1133,0.5,0.0
base__ecfp_1132,0.5,0.0
base__ecfp_1081,0.5,0.0
base__ecfp_56,0.5,0.0
base__ecfp_1095,0.5,0.0
base__ecfp_1094,0.5,0.0
base__ecfp_1093,0.5,0.0
base__ecfp_1092,0.5,0.0
base__ecfp_1091,0.5,0.0
base__ecfp_1090,0.5,0.0
base__ecfp_57,0.5,0.0
base__ecfp_1086,0.5,0.0
base__ecfp_1084,0.5,0.0
base__ecfp_1083,0.5,0.0
base__ecfp_1082,0.5,0.0
base__ecfp_1080,0.5,0.0
base__ecfp_1131,0.5,0.0
base__ecfp_1079,0.5,0.0
base__ecfp_1078,0.5,0.0
base__ecfp_1077,0.5,0.0
base__ecfp_1076,0.5,0.0
base__ecfp_1075,0.5,0.0
base__ecfp_1074,0.5,0.0
base__ecfp_1072,0.5,0.0
base__ecfp_1071,0.5,0.0
base__ecfp_1070,0.5,0.0
base__ecfp_1069,0.5,0.0
base__ecfp_1068,0.5,0.0
base__ecfp_1067,0.5,0.0
base__ecfp_1097,0.5,0.0
base__ecfp_1098,0.5,0.0
base__ecfp_1099,0.5,0.0
base__ecfp_1101,0.5,0.0
base__ecfp_1128,0.5,0.0
base__ecfp_1127,0.5,0.0
base__ecfp_1126,0.5,0.0
base__ecfp_1125,0.5,0.0
base__ecfp_1124,0.5,0.0
base__ecfp_1122,0.5,0.0
base__ecfp_1121,0.5,0.0
base__ecfp_1120,0.5,0.0
base__ecfp_1119,0.5,0.0
base__ecfp_1118,0.5,0.0
base__ecfp_81,0.5,0.0
base__ecfp_1116,0.5,0.0
base__ecfp_1115,0.5,0.0
base__ecfp_1114,0.5,0.0
base__ecfp_1113,0.5,0.0
base__ecfp_1112,0.5,0.0
base__ecfp_1111,0.5,0.0
base__ecfp_1110,0.5,0.0
base__ecfp_1109,0.5,0.0
base__ecfp_1108,0.5,0.0
base__ecfp_1107,0.5,0.0
base__ecfp_1106,0.5,0.0
base__ecfp_1105,0.5,0.0
base__ecfp_1104,0.5,0.0
base__ecfp_1102,0.5,0.0
base__ecfp_912,0.5,0.0
base__ecfp_911,0.5,0.0
base__ecfp_910,0.5,0.0
base__ecfp_712,0.5,0.0
base__ecfp_725,0.5,0.0
base__ecfp_724,0.5,0.0
base__ecfp_723,0.5,0.0
base__ecfp_722,0.5,0.0
base__ecfp_721,0.5,0.0
base__ecfp_720,0.5,0.0
base__ecfp_719,0.5,0.0
base__ecfp_718,0.5,0.0
base__ecfp_717,0.5,0.0
base__ecfp_716,0.5,0.0
base__ecfp_714,0.5,0.0
base__ecfp_713,0.5,0.0
base__ecfp_711,0.5,0.0
base__ecfp_727,0.5,0.0
base__ecfp_710,0.5,0.0
base__ecfp_709,0.5,0.0
base__ecfp_708,0.5,0.0
base__ecfp_707,0.5,0.0
base__ecfp_706,0.5,0.0
base__ecfp_705,0.5,0.0
base__ecfp_704,0.5,0.0
base__ecfp_703,0.5,0.0
base__ecfp_702,0.5,0.0
base__ecfp_700,0.5,0.0
base__ecfp_698,0.5,0.0
base__ecfp_696,0.5,0.0
base__ecfp_726,0.5,0.0
base__ecfp_728,0.5,0.0
base__ecfp_909,0.5,0.0
base__ecfp_746,0.5,0.0
base__ecfp_763,0.5,0.0
base__ecfp_762,0.5,0.0
base__ecfp_761,0.5,0.0
base__ecfp_758,0.5,0.0
base__ecfp_757,0.5,0.0
base__ecfp_756,0.5,0.0
base__ecfp_754,0.5,0.0
base__ecfp_753,0.5,0.0
base__ecfp_752,0.5,0.0
base__ecfp_751,0.5,0.0
base__ecfp_750,0.5,0.0
base__ecfp_749,0.5,0.0
base__ecfp_745,0.5,0.0
base__ecfp_729,0.5,0.0
base__ecfp_744,0.5,0.0
base__ecfp_743,0.5,0.0
base__ecfp_742,0.5,0.0
base__ecfp_740,0.5,0.0
base__ecfp_738,0.5,0.0
base__ecfp_737,0.5,0.0
base__ecfp_735,0.5,0.0
base__ecfp_734,0.5,0.0
base__ecfp_733,0.5,0.0
base__ecfp_732,0.5,0.0
base__ecfp_731,0.5,0.0
