extractant,design,delta,n_cells,n_metals_max,n_metals_mean,n_pubs,a,b,abs_a,chemotype,chemotype_cells,chemotype_extractants
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,BP,-0.033376586299919575,1,13,13.0,1,0.35530751853699627,-0.24873810458277856,0.35530751853699627,sc028,2,2
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,BP,0.011111693764804476,1,14,14.0,1,0.05677265550773193,0.07445454333299406,0.05677265550773193,sc029,4,3
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,BP,0.05699754035906701,1,9,9.0,1,0.15999421231466016,-0.006910759980945884,0.15999421231466016,sc030,4,3
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,BP,0.05510311513887517,1,14,14.0,1,0.3467328148760595,-0.18375897577768446,0.3467328148760595,sc030,4,3
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,BP,0.08829463903799734,1,9,9.0,1,0.36221010057175657,0.03768674494564828,0.36221010057175657,sc031,5,3
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,BP,0.11725350999211004,74,14,4.986486486486487,5,-0.6453826421271318,-0.00476060643880139,0.6453826421271318,sc009,375,23
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,BP,0.1332194871826996,1,14,14.0,1,-0.8244015014148325,-0.2372365649028476,0.8244015014148325,sc009,375,23
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,BP,0.07367611415894326,1,8,8.0,1,-0.22633407470931466,-0.022587341031049077,0.22633407470931466,sc009,375,23
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,BP,0.08984518162582594,1,8,8.0,1,-0.2521014826249013,-0.03219809901232894,0.2521014826249013,sc009,375,23
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,BP,0.1271976875727372,1,14,14.0,1,-0.7292481827765358,-0.29238195007435935,0.7292481827765358,sc009,375,23
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,BP,0.11346128726874305,1,14,14.0,1,-0.7170884578157906,-0.15690949852024416,0.7170884578157906,sc033,1,1
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,BP,0.1290025310299322,1,14,14.0,1,-0.7940811776094859,-0.2985258743493042,0.7940811776094859,sc009,375,23
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,BP,0.12738614047665842,1,13,13.0,1,-0.8867915164656944,-0.12649247502408864,0.8867915164656944,sc009,375,23
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,BP,0.13606744342113086,1,14,14.0,1,-0.9992745864042203,-0.17784724730344387,0.9992745864042203,sc009,375,23
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,BP,0.06924794027871212,1,14,14.0,1,-0.22427103249718483,-0.20273156355578997,0.22427103249718483,sc027,10,6
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,BP,0.027040549965181238,1,9,9.0,1,0.07767791537411164,0.07923142927827162,0.07767791537411164,sc036,4,4
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,BP,-0.001978636116085397,5,4,2.4,1,,,,sc032,5,1
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,BP,0.08031165160498666,1,7,7.0,1,0.008022171823822402,-0.785336214012229,0.008022171823822402,sc009,375,23
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,BP,0.09445163767374465,171,14,5.2748538011695905,18,-0.3255745912705604,-0.07822069944820567,0.3255745912705604,sc009,375,23
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,BP,-0.03384339724842378,2,8,7.0,1,-0.0007708247149778961,0.08773932512607294,0.0007708247149778961,sc009,375,23
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,BP,0.04602129861955284,1,14,14.0,1,-0.3587201508417729,-0.31008639404587396,0.3587201508417729,sc027,10,6
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,BP,0.09227409732348191,1,13,13.0,1,-0.1344018887022944,-0.08222453155566446,0.1344018887022944,sc027,10,6
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,BP,0.03714850565246175,1,14,14.0,1,-0.06436545424974306,-0.08489687761980698,0.06436545424974306,sc027,10,6
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,BP,-0.042612050723179085,1,14,14.0,1,0.30492576817424943,-0.1443408376652124,0.30492576817424943,sc028,2,2
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,BP,0.03627313162385015,2,14,11.5,1,0.05523910660636944,0.023956566968087185,0.05523910660636944,sc029,4,3
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,BP,0.0054660183261247,2,13,8.0,2,0.0804098188497249,-0.15704413138577816,0.0804098188497249,sc008,3,2
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],BP,0.04505528873595027,2,14,14.0,1,0.2811611168792546,-0.2219101300475188,0.2811611168792546,sc055,2,1
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,BP,0.04227451002795951,1,9,9.0,1,0.0847260190546904,0.007507944947351539,0.0847260190546904,sc031,5,3
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,BP,0.12275219570453366,1,14,14.0,1,-0.8569266354753365,-0.20916645452008065,0.8569266354753365,sc057,1,1
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,BP,0.13729181593110418,1,14,14.0,1,-0.9088900787833218,-0.18632234614240195,0.9088900787833218,sc009,375,23
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,BP,0.02814212353513823,1,9,9.0,1,0.09450184366406067,0.07059332345030415,0.09450184366406067,sc036,4,4
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,BP,0.07982736787344888,3,8,6.333333333333333,2,-0.22956325896989577,-0.06888889022977193,0.22956325896989577,sc009,375,23
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,BP,0.07655614092533891,2,3,2.5,1,,,,sc030,4,3
CCCCCCOP(=O)(O)OCCCCCC,BP,0.016664410483117065,1,10,10.0,1,-0.6727596782605673,-0.13556048833794881,0.6727596782605673,sc058,1,1
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,BP,0.10847650434368675,1,14,14.0,1,0.23276708074116695,-0.06903078882046128,0.23276708074116695,sc059,1,1
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,BP,0.06484256092162433,2,14,14.0,1,0.9141468586952404,0.2796385176780678,0.9141468586952404,sc060,2,1
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,BP,0.039007924848424635,16,13,12.9375,2,-0.6836791670144733,-0.0055817475540192105,0.6836791670144733,sc061,17,2
CCCCN(C)C(=O)CC(=O)N(C)CCCC,BP,0.051052850645384784,3,3,2.6666666666666665,1,,,,sc031,5,3
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,BP,-0.0544217462369152,1,4,4.0,1,,,,sc062,1,1
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,BP,0.03330849279178588,1,9,9.0,1,0.10803147995248544,0.09085568699785203,0.10803147995248544,sc036,4,4
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,BP,-0.004685448552238541,1,5,5.0,1,0.04815178807087685,0.020942722618112,0.04815178807087685,sc036,4,4
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,BP,0.08835746607429296,33,8,3.212121212121212,4,-0.4749290822009562,-0.12004942670096741,0.4749290822009562,sc009,375,23
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,BP,0.04899634727084001,1,14,14.0,1,0.09671049187916156,-0.007156034837850184,0.09671049187916156,sc029,4,3
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,BP,-0.12112114237562333,1,3,3.0,1,,,,sc063,1,1
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,BP,0.045755125897915055,9,8,6.666666666666667,1,0.01737381896998138,-0.12316736083100942,0.01737381896998138,sc009,375,23
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,BP,0.10026377658124175,1,14,14.0,1,-1.1402076412697881,-0.4569091689987956,1.1402076412697881,sc061,17,2
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,BP,0.06196030883810044,1,3,3.0,1,,,,sc068,6,6
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,BP,0.03820401091663561,1,14,14.0,1,0.09121649837900109,-0.05574079364471141,0.09121649837900109,sc068,6,6
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,BP,-0.01884300247542703,1,14,14.0,1,-0.1649673920867853,0.04711814360556551,0.1649673920867853,sc069,2,2
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,BP,-0.020731797842317323,1,14,14.0,1,-0.050458278756047345,-0.037260424753369915,0.050458278756047345,sc069,2,2
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,BP,0.05779001952109278,1,14,14.0,1,0.22356360041157794,-0.039472726890211106,0.22356360041157794,sc068,6,6
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,BP,0.05297656845571774,1,14,14.0,1,-0.33120046212908366,0.2068169051811004,0.33120046212908366,sc068,6,6
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,BP,0.03209176014644233,1,14,14.0,1,-0.13312663901329763,0.2504519856963187,0.13312663901329763,sc068,6,6
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,BP,0.0397253160473644,1,14,14.0,1,-0.29319801230815806,0.03944119440434355,0.29319801230815806,sc070,1,1
CCN(CC)C(=O)COCC(=O)N(CC)CC,BP,0.004283274694152073,12,8,7.0,1,0.01940773275716319,-0.060086286364075724,0.01940773275716319,sc071,12,1
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,BP,0.019953252156324375,1,14,14.0,1,0.7983757096683257,0.03807480069795167,0.7983757096683257,sc068,6,6
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,BP,0.05500152805170033,1,14,14.0,1,0.1533720048308666,-0.04141192116807001,0.1533720048308666,sc075,1,1
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,BP,0.045618427788140126,11,8,7.090909090909091,3,-0.062445406491785004,0.06716189105022351,0.062445406491785004,sc076,11,1
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,BP,0.03800375744907791,10,14,14.0,1,-0.197326731817497,0.09426062174168622,0.197326731817497,sc077,10,1
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,BP,-0.020065994458663416,1,14,14.0,1,-0.0008875966165786524,0.012944830603059758,0.0008875966165786524,sc078,1,1
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,BP,-0.0501407802019766,1,14,14.0,1,0.004449311540707109,0.013481088261819521,0.004449311540707109,sc083,1,1
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,BP,0.06180490922607046,1,8,8.0,1,0.054562441955313026,-0.3165374136678865,0.054562441955313026,sc084,1,1
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,BP,0.05229403544768846,1,8,8.0,1,0.025094939337285523,-0.3347753189843246,0.025094939337285523,sc085,1,1
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,BP,0.03955482506405883,2,14,14.0,1,0.08628104423457818,0.026469369331320915,0.08628104423457818,sc086,2,1
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,BP,0.01190320532373057,1,3,3.0,1,,,,sc092,1,1
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,BP,0.1110563556601166,1,5,5.0,1,0.06254564584497657,0.13651673151397167,0.06254564584497657,sc096,1,1
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,BP,0.10602542835891682,1,5,5.0,1,0.09925470936310045,-0.015369319454164736,0.09925470936310045,sc097,1,1
