feature,delta3d_blend_weight,importance
base__ecfp_1748,0.25,0.0
base__ecfp_1746,0.25,0.0
base__ecfp_1745,0.25,0.0
base__ecfp_1744,0.25,0.0
base__ecfp_1743,0.25,0.0
base__ecfp_1742,0.25,0.0
base__ecfp_1741,0.25,0.0
base__ecfp_1740,0.25,0.0
base__ecfp_1739,0.25,0.0
base__ecfp_1738,0.25,0.0
base__ecfp_1736,0.25,0.0
base__ecfp_1735,0.25,0.0
base__ecfp_1734,0.25,0.0
base__ecfp_1732,0.25,0.0
base__ecfp_1731,0.25,0.0
base__ecfp_1730,0.25,0.0
base__ecfp_1729,0.25,0.0
base__ecfp_1728,0.25,0.0
base__ecfp_1727,0.25,0.0
base__ecfp_1757,0.25,0.0
base__ecfp_1758,0.25,0.0
base__ecfp_1759,0.25,0.0
base__ecfp_1775,0.25,0.0
base__ecfp_1786,0.25,0.0
base__ecfp_1785,0.25,0.0
base__ecfp_1784,0.25,0.0
base__ecfp_1783,0.25,0.0
base__ecfp_1782,0.25,0.0
base__ecfp_1781,0.25,0.0
base__ecfp_1780,0.25,0.0
base__ecfp_1779,0.25,0.0
base__ecfp_1778,0.25,0.0
base__ecfp_1777,0.25,0.0
base__ecfp_1776,0.25,0.0
base__ecfp_1774,0.25,0.0
base__ecfp_1760,0.25,0.0
base__ecfp_1773,0.25,0.0
base__ecfp_1772,0.25,0.0
base__ecfp_1771,0.25,0.0
base__ecfp_1770,0.25,0.0
base__ecfp_1769,0.25,0.0
base__ecfp_1768,0.25,0.0
base__ecfp_1767,0.25,0.0
base__ecfp_1766,0.25,0.0
base__ecfp_1764,0.25,0.0
base__ecfp_1763,0.25,0.0
base__ecfp_1762,0.25,0.0
base__ecfp_1215,0.25,0.0
base__ecfp_1131,0.25,0.0
base__ecfp_1213,0.25,0.0
base__ecfp_97,0.25,0.0
base__ecfp_480,0.25,0.0
base__ecfp_478,0.25,0.0
base__ecfp_477,0.25,0.0
base__ecfp_476,0.25,0.0
base__ecfp_474,0.25,0.0
base__ecfp_472,0.25,0.0
base__ecfp_470,0.25,0.0
base__ecfp_469,0.25,0.0
base__ecfp_468,0.25,0.0
base__ecfp_467,0.25,0.0
base__ecfp_465,0.25,0.0
base__ecfp_464,0.25,0.0
base__ecfp_462,0.25,0.0
base__ecfp_444,0.25,0.0
base__ecfp_461,0.25,0.0
base__ecfp_459,0.25,0.0
base__ecfp_458,0.25,0.0
base__ecfp_457,0.25,0.0
base__ecfp_456,0.25,0.0
base__ecfp_455,0.25,0.0
base__ecfp_454,0.25,0.0
base__ecfp_453,0.25,0.0
base__ecfp_452,0.25,0.0
base__ecfp_451,0.25,0.0
base__ecfp_450,0.25,0.0
base__ecfp_447,0.25,0.0
base__ecfp_481,0.25,0.0
base__ecfp_482,0.25,0.0
base__ecfp_483,0.25,0.0
base__ecfp_484,0.25,0.0
base__ecfp_514,0.25,0.0
base__ecfp_513,0.25,0.0
base__ecfp_512,0.25,0.0
base__ecfp_511,0.25,0.0
base__ecfp_510,0.25,0.0
base__ecfp_509,0.25,0.0
base__ecfp_508,0.25,0.0
base__ecfp_506,0.25,0.0
base__ecfp_505,0.25,0.0
base__ecfp_503,0.25,0.0
base__ecfp_502,0.25,0.0
base__ecfp_501,0.25,0.0
base__ecfp_500,0.25,0.0
base__ecfp_499,0.25,0.0
base__ecfp_498,0.25,0.0
base__ecfp_497,0.25,0.0
base__ecfp_496,0.25,0.0
base__ecfp_495,0.25,0.0
base__ecfp_494,0.25,0.0
base__ecfp_493,0.25,0.0
base__ecfp_492,0.25,0.0
base__ecfp_491,0.25,0.0
base__ecfp_490,0.25,0.0
base__ecfp_489,0.25,0.0
base__ecfp_485,0.25,0.0
base__ecfp_445,0.25,0.0
base__ecfp_443,0.25,0.0
base__ecfp_516,0.25,0.0
base__ecfp_396,0.25,0.0
base__ecfp_410,0.25,0.0
base__ecfp_409,0.25,0.0
base__ecfp_408,0.25,0.0
base__ecfp_407,0.25,0.0
base__ecfp_405,0.25,0.0
base__ecfp_404,0.25,0.0
base__ecfp_403,0.25,0.0
base__ecfp_402,0.25,0.0
base__ecfp_400,0.25,0.0
base__ecfp_399,0.25,0.0
base__ecfp_398,0.25,0.0
base__ecfp_397,0.25,0.0
base__ecfp_395,0.25,0.0
base__ecfp_442,0.25,0.0
base__ecfp_394,0.25,0.0
base__ecfp_393,0.25,0.0
base__ecfp_391,0.25,0.0
base__ecfp_390,0.25,0.0
base__ecfp_387,0.25,0.0
base__ecfp_386,0.25,0.0
base__ecfp_385,0.25,0.0
base__ecfp_384,0.25,0.0
base__ecfp_383,0.25,0.0
base__ecfp_382,0.25,0.0
base__ecfp_380,0.25,0.0
base__ecfp_379,0.25,0.0
base__ecfp_411,0.25,0.0
base__ecfp_412,0.25,0.0
base__ecfp_413,0.25,0.0
base__ecfp_414,0.25,0.0
base__ecfp_441,0.25,0.0
base__ecfp_440,0.25,0.0
base__ecfp_439,0.25,0.0
base__ecfp_437,0.25,0.0
base__ecfp_436,0.25,0.0
base__ecfp_435,0.25,0.0
base__ecfp_434,0.25,0.0
base__ecfp_433,0.25,0.0
base__ecfp_432,0.25,0.0
base__ecfp_431,0.25,0.0
base__ecfp_430,0.25,0.0
base__ecfp_429,0.25,0.0
base__ecfp_428,0.25,0.0
base__ecfp_427,0.25,0.0
base__ecfp_426,0.25,0.0
base__ecfp_425,0.25,0.0
base__ecfp_424,0.25,0.0
base__ecfp_423,0.25,0.0
base__ecfp_422,0.25,0.0
base__ecfp_421,0.25,0.0
base__ecfp_420,0.25,0.0
base__ecfp_98,0.25,0.0
base__ecfp_417,0.25,0.0
base__ecfp_416,0.25,0.0
base__ecfp_415,0.25,0.0
base__ecfp_515,0.25,0.0
base__ecfp_517,0.25,0.0
base__ecfp_376,0.25,0.0
base__ecfp_598,0.25,0.0
base__ecfp_613,0.25,0.0
base__ecfp_612,0.25,0.0
base__ecfp_611,0.25,0.0
base__ecfp_610,0.25,0.0
base__ecfp_609,0.25,0.0
base__ecfp_608,0.25,0.0
base__ecfp_607,0.25,0.0
base__ecfp_606,0.25,0.0
base__ecfp_604,0.25,0.0
base__ecfp_602,0.25,0.0
base__ecfp_601,0.25,0.0
base__ecfp_600,0.25,0.0
base__ecfp_597,0.25,0.0
base__ecfp_583,0.25,0.0
base__ecfp_596,0.25,0.0
base__ecfp_595,0.25,0.0
base__ecfp_594,0.25,0.0
base__ecfp_94,0.25,0.0
base__ecfp_592,0.25,0.0
base__ecfp_95,0.25,0.0
base__ecfp_590,0.25,0.0
base__ecfp_589,0.25,0.0
base__ecfp_588,0.25,0.0
base__ecfp_587,0.25,0.0
base__ecfp_586,0.25,0.0
base__ecfp_585,0.25,0.0
base__ecfp_614,0.25,0.0
base__ecfp_615,0.25,0.0
base__ecfp_616,0.25,0.0
base__ecfp_617,0.25,0.0
base__ecfp_646,0.25,0.0
base__ecfp_645,0.25,0.0
base__ecfp_644,0.25,0.0
base__ecfp_643,0.25,0.0
base__ecfp_642,0.25,0.0
base__ecfp_641,0.25,0.0
base__ecfp_639,0.25,0.0
base__ecfp_638,0.25,0.0
base__ecfp_637,0.25,0.0
base__ecfp_635,0.25,0.0
base__ecfp_634,0.25,0.0
base__ecfp_633,0.25,0.0
base__ecfp_632,0.25,0.0
base__ecfp_631,0.25,0.0
base__ecfp_630,0.25,0.0
base__ecfp_629,0.25,0.0
base__ecfp_628,0.25,0.0
base__ecfp_627,0.25,0.0
base__ecfp_626,0.25,0.0
base__ecfp_623,0.25,0.0
base__ecfp_622,0.25,0.0
base__ecfp_621,0.25,0.0
base__ecfp_620,0.25,0.0
base__ecfp_619,0.25,0.0
base__ecfp_93,0.25,0.0
base__ecfp_584,0.25,0.0
base__ecfp_582,0.25,0.0
base__ecfp_518,0.25,0.0
base__ecfp_533,0.25,0.0
base__ecfp_545,0.25,0.0
base__ecfp_544,0.25,0.0
base__ecfp_543,0.25,0.0
base__ecfp_542,0.25,0.0
base__ecfp_541,0.25,0.0
base__ecfp_540,0.25,0.0
base__ecfp_539,0.25,0.0
base__ecfp_538,0.25,0.0
base__ecfp_537,0.25,0.0
base__ecfp_536,0.25,0.0
base__ecfp_535,0.25,0.0
base__ecfp_534,0.25,0.0
base__ecfp_532,0.25,0.0
base__ecfp_581,0.25,0.0
base__ecfp_531,0.25,0.0
base__ecfp_530,0.25,0.0
base__ecfp_529,0.25,0.0
base__ecfp_528,0.25,0.0
base__ecfp_527,0.25,0.0
base__ecfp_526,0.25,0.0
base__ecfp_525,0.25,0.0
base__ecfp_524,0.25,0.0
base__ecfp_522,0.25,0.0
base__ecfp_521,0.25,0.0
base__ecfp_520,0.25,0.0
base__ecfp_519,0.25,0.0
base__ecfp_546,0.25,0.0
base__ecfp_547,0.25,0.0
base__ecfp_548,0.25,0.0
base__ecfp_549,0.25,0.0
base__ecfp_580,0.25,0.0
base__ecfp_579,0.25,0.0
base__ecfp_578,0.25,0.0
base__ecfp_577,0.25,0.0
base__ecfp_576,0.25,0.0
base__ecfp_575,0.25,0.0
base__ecfp_573,0.25,0.0
base__ecfp_572,0.25,0.0
base__ecfp_571,0.25,0.0
base__ecfp_570,0.25,0.0
base__ecfp_569,0.25,0.0
base__ecfp_568,0.25,0.0
base__ecfp_567,0.25,0.0
base__ecfp_566,0.25,0.0
base__ecfp_565,0.25,0.0
base__ecfp_564,0.25,0.0
base__ecfp_563,0.25,0.0
base__ecfp_562,0.25,0.0
base__ecfp_559,0.25,0.0
base__ecfp_558,0.25,0.0
base__ecfp_557,0.25,0.0
base__ecfp_554,0.25,0.0
base__ecfp_552,0.25,0.0
base__ecfp_551,0.25,0.0
base__ecfp_550,0.25,0.0
base__ecfp_377,0.25,0.0
base__ecfp_375,0.25,0.0
base__ecfp_1212,0.25,0.0
base__ecfp_189,0.25,0.0
base__ecfp_202,0.25,0.0
base__ecfp_201,0.25,0.0
base__ecfp_200,0.25,0.0
base__ecfp_199,0.25,0.0
base__ecfp_198,0.25,0.0
base__ecfp_197,0.25,0.0
base__ecfp_196,0.25,0.0
base__ecfp_195,0.25,0.0
base__ecfp_194,0.25,0.0
base__ecfp_193,0.25,0.0
base__ecfp_191,0.25,0.0
base__ecfp_190,0.25,0.0
base__ecfp_188,0.25,0.0
base__ecfp_171,0.25,0.0
base__ecfp_187,0.25,0.0
base__ecfp_186,0.25,0.0
base__ecfp_184,0.25,0.0
base__ecfp_183,0.25,0.0
base__ecfp_182,0.25,0.0
base__ecfp_181,0.25,0.0
base__ecfp_179,0.25,0.0
base__ecfp_178,0.25,0.0
base__ecfp_177,0.25,0.0
base__ecfp_176,0.25,0.0
base__ecfp_175,0.25,0.0
base__ecfp_174,0.25,0.0
base__ecfp_206,0.25,0.0
base__ecfp_208,0.25,0.0
base__ecfp_209,0.25,0.0
base__ecfp_210,0.25,0.0
base__ecfp_237,0.25,0.0
base__ecfp_236,0.25,0.0
base__ecfp_104,0.25,0.0
base__ecfp_234,0.25,0.0
base__ecfp_233,0.25,0.0
base__ecfp_232,0.25,0.0
base__ecfp_231,0.25,0.0
base__ecfp_230,0.25,0.0
base__ecfp_229,0.25,0.0
base__ecfp_228,0.25,0.0
base__ecfp_227,0.25,0.0
base__ecfp_225,0.25,0.0
base__ecfp_224,0.25,0.0
base__ecfp_223,0.25,0.0
base__ecfp_221,0.25,0.0
base__ecfp_220,0.25,0.0
base__ecfp_219,0.25,0.0
base__ecfp_218,0.25,0.0
base__ecfp_217,0.25,0.0
base__ecfp_216,0.25,0.0
base__ecfp_215,0.25,0.0
base__ecfp_214,0.25,0.0
base__ecfp_213,0.25,0.0
base__ecfp_212,0.25,0.0
base__ecfp_211,0.25,0.0
base__ecfp_173,0.25,0.0
base__ecfp_170,0.25,0.0
base__ecfp_239,0.25,0.0
base__ecfp_123,0.25,0.0
base__ecfp_135,0.25,0.0
base__ecfp_134,0.25,0.0
base__ecfp_133,0.25,0.0
base__ecfp_132,0.25,0.0
base__ecfp_131,0.25,0.0
base__ecfp_105,0.25,0.0
base__ecfp_129,0.25,0.0
base__ecfp_128,0.25,0.0
base__ecfp_127,0.25,0.0
base__ecfp_126,0.25,0.0
base__ecfp_125,0.25,0.0
base__ecfp_124,0.25,0.0
base__ecfp_122,0.25,0.0
base__ecfp_169,0.25,0.0
base__ecfp_121,0.25,0.0
base__ecfp_120,0.25,0.0
base__ecfp_119,0.25,0.0
base__ecfp_118,0.25,0.0
base__ecfp_117,0.25,0.0
base__ecfp_115,0.25,0.0
base__ecfp_113,0.25,0.0
base__ecfp_112,0.25,0.0
base__ecfp_111,0.25,0.0
base__ecfp_110,0.25,0.0
base__ecfp_109,0.25,0.0
base__ecfp_108,0.25,0.0
base__ecfp_136,0.25,0.0
base__ecfp_137,0.25,0.0
base__ecfp_138,0.25,0.0
base__ecfp_139,0.25,0.0
base__ecfp_168,0.25,0.0
base__ecfp_167,0.25,0.0
base__ecfp_166,0.25,0.0
base__ecfp_165,0.25,0.0
base__ecfp_164,0.25,0.0
base__ecfp_163,0.25,0.0
base__ecfp_162,0.25,0.0
base__ecfp_161,0.25,0.0
base__ecfp_160,0.25,0.0
base__ecfp_159,0.25,0.0
base__ecfp_158,0.25,0.0
base__ecfp_156,0.25,0.0
base__ecfp_155,0.25,0.0
base__ecfp_154,0.25,0.0
base__ecfp_153,0.25,0.0
base__ecfp_152,0.25,0.0
base__ecfp_151,0.25,0.0
base__ecfp_150,0.25,0.0
base__ecfp_149,0.25,0.0
base__ecfp_147,0.25,0.0
base__ecfp_144,0.25,0.0
base__ecfp_143,0.25,0.0
base__ecfp_142,0.25,0.0
base__ecfp_141,0.25,0.0
base__ecfp_140,0.25,0.0
base__ecfp_238,0.25,0.0
base__ecfp_240,0.25,0.0
base__ecfp_374,0.25,0.0
base__ecfp_326,0.25,0.0
base__ecfp_339,0.25,0.0
base__ecfp_338,0.25,0.0
base__ecfp_337,0.25,0.0
base__ecfp_336,0.25,0.0
base__ecfp_335,0.25,0.0
base__ecfp_333,0.25,0.0
base__ecfp_332,0.25,0.0
base__ecfp_331,0.25,0.0
base__ecfp_330,0.25,0.0
base__ecfp_329,0.25,0.0
base__ecfp_328,0.25,0.0
base__ecfp_327,0.25,0.0
base__ecfp_325,0.25,0.0
base__ecfp_309,0.25,0.0
base__ecfp_324,0.25,0.0
base__ecfp_323,0.25,0.0
base__ecfp_322,0.25,0.0
base__ecfp_321,0.25,0.0
base__ecfp_320,0.25,0.0
base__ecfp_319,0.25,0.0
base__ecfp_318,0.25,0.0
base__ecfp_317,0.25,0.0
base__ecfp_316,0.25,0.0
base__ecfp_315,0.25,0.0
base__ecfp_313,0.25,0.0
base__ecfp_312,0.25,0.0
base__ecfp_340,0.25,0.0
base__ecfp_341,0.25,0.0
base__ecfp_342,0.25,0.0
base__ecfp_343,0.25,0.0
base__ecfp_373,0.25,0.0
base__ecfp_372,0.25,0.0
base__ecfp_371,0.25,0.0
base__ecfp_370,0.25,0.0
base__ecfp_368,0.25,0.0
base__ecfp_367,0.25,0.0
base__ecfp_365,0.25,0.0
base__ecfp_364,0.25,0.0
base__ecfp_363,0.25,0.0
base__ecfp_362,0.25,0.0
base__ecfp_361,0.25,0.0
base__ecfp_360,0.25,0.0
base__ecfp_359,0.25,0.0
base__ecfp_99,0.25,0.0
base__ecfp_357,0.25,0.0
base__ecfp_356,0.25,0.0
base__ecfp_355,0.25,0.0
base__ecfp_354,0.25,0.0
base__ecfp_353,0.25,0.0
base__ecfp_350,0.25,0.0
base__ecfp_349,0.25,0.0
base__ecfp_100,0.25,0.0
base__ecfp_347,0.25,0.0
base__ecfp_346,0.25,0.0
base__ecfp_345,0.25,0.0
base__ecfp_311,0.25,0.0
base__ecfp_308,0.25,0.0
base__ecfp_242,0.25,0.0
base__ecfp_260,0.25,0.0
base__ecfp_272,0.25,0.0
base__ecfp_271,0.25,0.0
base__ecfp_270,0.25,0.0
base__ecfp_269,0.25,0.0
base__ecfp_268,0.25,0.0
base__ecfp_267,0.25,0.0
base__ecfp_266,0.25,0.0
base__ecfp_265,0.25,0.0
base__ecfp_264,0.25,0.0
base__ecfp_263,0.25,0.0
base__ecfp_262,0.25,0.0
base__ecfp_261,0.25,0.0
base__ecfp_259,0.25,0.0
base__ecfp_307,0.25,0.0
base__ecfp_258,0.25,0.0
base__ecfp_257,0.25,0.0
base__ecfp_256,0.25,0.0
base__ecfp_253,0.25,0.0
base__ecfp_252,0.25,0.0
base__ecfp_103,0.25,0.0
base__ecfp_250,0.25,0.0
base__ecfp_249,0.25,0.0
base__ecfp_248,0.25,0.0
base__ecfp_247,0.25,0.0
base__ecfp_246,0.25,0.0
base__ecfp_245,0.25,0.0
base__ecfp_274,0.25,0.0
base__ecfp_275,0.25,0.0
base__ecfp_276,0.25,0.0
base__ecfp_277,0.25,0.0
base__ecfp_306,0.25,0.0
base__ecfp_305,0.25,0.0
base__ecfp_304,0.25,0.0
base__ecfp_303,0.25,0.0
base__ecfp_302,0.25,0.0
base__ecfp_301,0.25,0.0
base__ecfp_300,0.25,0.0
base__ecfp_299,0.25,0.0
base__ecfp_297,0.25,0.0
base__ecfp_296,0.25,0.0
base__ecfp_295,0.25,0.0
base__ecfp_101,0.25,0.0
base__ecfp_293,0.25,0.0
base__ecfp_292,0.25,0.0
base__ecfp_291,0.25,0.0
base__ecfp_290,0.25,0.0
base__ecfp_287,0.25,0.0
base__ecfp_286,0.25,0.0
base__ecfp_285,0.25,0.0
base__ecfp_284,0.25,0.0
base__ecfp_102,0.25,0.0
base__ecfp_281,0.25,0.0
base__ecfp_280,0.25,0.0
base__ecfp_279,0.25,0.0
base__ecfp_278,0.25,0.0
base__ecfp_647,0.25,0.0
base__ecfp_648,0.25,0.0
base__ecfp_92,0.25,0.0
base__ecfp_1022,0.25,0.0
base__ecfp_77,0.25,0.0
base__ecfp_1036,0.25,0.0
base__ecfp_1035,0.25,0.0
base__ecfp_1033,0.25,0.0
base__ecfp_1032,0.25,0.0
base__ecfp_1031,0.25,0.0
base__ecfp_1030,0.25,0.0
base__ecfp_1029,0.25,0.0
base__ecfp_1027,0.25,0.0
base__ecfp_1026,0.25,0.0
base__ecfp_1024,0.25,0.0
base__ecfp_1023,0.25,0.0
base__ecfp_1020,0.25,0.0
base__ecfp_999,0.25,0.0
base__ecfp_78,0.25,0.0
base__ecfp_1016,0.25,0.0
base__ecfp_1015,0.25,0.0
base__ecfp_1014,0.25,0.0
base__ecfp_1012,0.25,0.0
base__ecfp_1011,0.25,0.0
base__ecfp_1010,0.25,0.0
base__ecfp_1007,0.25,0.0
base__ecfp_1006,0.25,0.0
base__ecfp_1003,0.25,0.0
base__ecfp_1002,0.25,0.0
base__ecfp_1001,0.25,0.0
base__ecfp_1038,0.25,0.0
base__ecfp_76,0.25,0.0
base__ecfp_1040,0.25,0.0
base__ecfp_1041,0.25,0.0
base__ecfp_1075,0.25,0.0
base__ecfp_1074,0.25,0.0
base__ecfp_1072,0.25,0.0
base__ecfp_1071,0.25,0.0
base__ecfp_1070,0.25,0.0
base__ecfp_1069,0.25,0.0
base__ecfp_1068,0.25,0.0
base__ecfp_1067,0.25,0.0
base__ecfp_1065,0.25,0.0
base__ecfp_1064,0.25,0.0
base__ecfp_1063,0.25,0.0
base__ecfp_1062,0.25,0.0
base__ecfp_1061,0.25,0.0
base__ecfp_1058,0.25,0.0
base__ecfp_1056,0.25,0.0
base__ecfp_1054,0.25,0.0
base__ecfp_1053,0.25,0.0
base__ecfp_1052,0.25,0.0
base__ecfp_1050,0.25,0.0
base__ecfp_1049,0.25,0.0
base__ecfp_1048,0.25,0.0
base__ecfp_1047,0.25,0.0
base__ecfp_1046,0.25,0.0
base__ecfp_1044,0.25,0.0
base__ecfp_1042,0.25,0.0
base__ecfp_1000,0.25,0.0
base__ecfp_998,0.25,0.0
base__ecfp_1077,0.25,0.0
base__ecfp_947,0.25,0.0
base__ecfp_963,0.25,0.0
base__ecfp_962,0.25,0.0
base__ecfp_961,0.25,0.0
base__ecfp_959,0.25,0.0
base__ecfp_958,0.25,0.0
base__ecfp_957,0.25,0.0
base__ecfp_956,0.25,0.0
base__ecfp_955,0.25,0.0
base__ecfp_954,0.25,0.0
base__ecfp_952,0.25,0.0
base__ecfp_949,0.25,0.0
base__ecfp_948,0.25,0.0
base__ecfp_946,0.25,0.0
base__ecfp_996,0.25,0.0
base__ecfp_945,0.25,0.0
base__ecfp_944,0.25,0.0
base__ecfp_941,0.25,0.0
base__ecfp_940,0.25,0.0
base__ecfp_939,0.25,0.0
base__ecfp_938,0.25,0.0
base__ecfp_937,0.25,0.0
base__ecfp_936,0.25,0.0
base__ecfp_934,0.25,0.0
base__ecfp_931,0.25,0.0
base__ecfp_930,0.25,0.0
base__ecfp_929,0.25,0.0
base__ecfp_964,0.25,0.0
base__ecfp_965,0.25,0.0
base__ecfp_966,0.25,0.0
base__ecfp_967,0.25,0.0
base__ecfp_995,0.25,0.0
base__ecfp_994,0.25,0.0
base__ecfp_993,0.25,0.0
base__ecfp_992,0.25,0.0
base__ecfp_991,0.25,0.0
base__ecfp_990,0.25,0.0
base__ecfp_989,0.25,0.0
base__ecfp_988,0.25,0.0
base__ecfp_987,0.25,0.0
base__ecfp_986,0.25,0.0
base__ecfp_985,0.25,0.0
base__ecfp_984,0.25,0.0
base__ecfp_983,0.25,0.0
base__ecfp_982,0.25,0.0
base__ecfp_981,0.25,0.0
base__ecfp_979,0.25,0.0
base__ecfp_79,0.25,0.0
base__ecfp_977,0.25,0.0
base__ecfp_976,0.25,0.0
base__ecfp_975,0.25,0.0
base__ecfp_974,0.25,0.0
base__ecfp_973,0.25,0.0
base__ecfp_972,0.25,0.0
base__ecfp_971,0.25,0.0
base__ecfp_968,0.25,0.0
base__ecfp_1076,0.25,0.0
base__ecfp_1078,0.25,0.0
base__ecfp_91,0.25,0.0
base__ecfp_1165,0.25,0.0
base__ecfp_1177,0.25,0.0
base__ecfp_1176,0.25,0.0
base__ecfp_1175,0.25,0.0
base__ecfp_1174,0.25,0.0
base__ecfp_1173,0.25,0.0
base__ecfp_1172,0.25,0.0
base__ecfp_1171,0.25,0.0
base__ecfp_1170,0.25,0.0
base__ecfp_1169,0.25,0.0
base__ecfp_1168,0.25,0.0
base__ecfp_1167,0.25,0.0
base__ecfp_1166,0.25,0.0
base__ecfp_70,0.25,0.0
base__ecfp_1148,0.25,0.0
base__ecfp_71,0.25,0.0
base__ecfp_1161,0.25,0.0
base__ecfp_1159,0.25,0.0
base__ecfp_1158,0.25,0.0
base__ecfp_1157,0.25,0.0
base__ecfp_1156,0.25,0.0
base__ecfp_1155,0.25,0.0
base__ecfp_1154,0.25,0.0
base__ecfp_1153,0.25,0.0
base__ecfp_72,0.25,0.0
base__ecfp_1151,0.25,0.0
base__ecfp_1150,0.25,0.0
base__ecfp_1178,0.25,0.0
base__ecfp_1179,0.25,0.0
base__ecfp_1181,0.25,0.0
base__ecfp_1182,0.25,0.0
base__ecfp_1211,0.25,0.0
base__ecfp_1210,0.25,0.0
base__ecfp_68,0.25,0.0
base__ecfp_1208,0.25,0.0
base__ecfp_1207,0.25,0.0
base__ecfp_1206,0.25,0.0
base__ecfp_1205,0.25,0.0
base__ecfp_1204,0.25,0.0
base__ecfp_1202,0.25,0.0
base__ecfp_1201,0.25,0.0
base__ecfp_1200,0.25,0.0
base__ecfp_1198,0.25,0.0
base__ecfp_1197,0.25,0.0
base__ecfp_1196,0.25,0.0
base__ecfp_1195,0.25,0.0
base__ecfp_1194,0.25,0.0
base__ecfp_1193,0.25,0.0
base__ecfp_1192,0.25,0.0
base__ecfp_1191,0.25,0.0
base__ecfp_69,0.25,0.0
base__ecfp_1188,0.25,0.0
base__ecfp_1187,0.25,0.0
base__ecfp_1186,0.25,0.0
base__ecfp_1185,0.25,0.0
base__ecfp_1183,0.25,0.0
base__ecfp_1149,0.25,0.0
base__ecfp_1147,0.25,0.0
base__ecfp_1079,0.25,0.0
base__ecfp_1097,0.25,0.0
base__ecfp_1111,0.25,0.0
base__ecfp_1110,0.25,0.0
base__ecfp_1109,0.25,0.0
base__ecfp_1108,0.25,0.0
base__ecfp_1107,0.25,0.0
base__ecfp_1106,0.25,0.0
base__ecfp_1105,0.25,0.0
base__ecfp_1104,0.25,0.0
base__ecfp_1102,0.25,0.0
base__ecfp_1101,0.25,0.0
base__ecfp_1099,0.25,0.0
base__ecfp_1098,0.25,0.0
base__ecfp_75,0.25,0.0
base__ecfp_1146,0.25,0.0
base__ecfp_1095,0.25,0.0
base__ecfp_1094,0.25,0.0
base__ecfp_1093,0.25,0.0
base__ecfp_1092,0.25,0.0
base__ecfp_1091,0.25,0.0
base__ecfp_1090,0.25,0.0
base__ecfp_1086,0.25,0.0
base__ecfp_1084,0.25,0.0
base__ecfp_1083,0.25,0.0
base__ecfp_1082,0.25,0.0
base__ecfp_1081,0.25,0.0
base__ecfp_1080,0.25,0.0
base__ecfp_1112,0.25,0.0
base__ecfp_1113,0.25,0.0
base__ecfp_1114,0.25,0.0
base__ecfp_1115,0.25,0.0
base__ecfp_1144,0.25,0.0
base__ecfp_73,0.25,0.0
base__ecfp_1141,0.25,0.0
base__ecfp_1140,0.25,0.0
base__ecfp_1139,0.25,0.0
base__ecfp_1138,0.25,0.0
base__ecfp_1137,0.25,0.0
base__ecfp_1136,0.25,0.0
base__ecfp_74,0.25,0.0
base__ecfp_1134,0.25,0.0
base__ecfp_1133,0.25,0.0
base__ecfp_1132,0.25,0.0
base__ecfp_107,0.25,0.0
base__ecfp_1128,0.25,0.0
base__ecfp_1127,0.25,0.0
base__ecfp_1126,0.25,0.0
base__ecfp_1125,0.25,0.0
base__ecfp_1124,0.25,0.0
base__ecfp_1122,0.25,0.0
base__ecfp_1121,0.25,0.0
base__ecfp_1120,0.25,0.0
base__ecfp_1119,0.25,0.0
base__ecfp_1118,0.25,0.0
base__ecfp_1117,0.25,0.0
base__ecfp_1116,0.25,0.0
base__ecfp_928,0.25,0.0
base__ecfp_927,0.25,0.0
base__ecfp_925,0.25,0.0
base__ecfp_733,0.25,0.0
base__ecfp_749,0.25,0.0
base__ecfp_746,0.25,0.0
base__ecfp_745,0.25,0.0
base__ecfp_744,0.25,0.0
base__ecfp_743,0.25,0.0
base__ecfp_742,0.25,0.0
base__ecfp_740,0.25,0.0
base__ecfp_88,0.25,0.0
base__ecfp_738,0.25,0.0
base__ecfp_737,0.25,0.0
base__ecfp_735,0.25,0.0
base__ecfp_734,0.25,0.0
base__ecfp_732,0.25,0.0
base__ecfp_717,0.25,0.0
base__ecfp_731,0.25,0.0
base__ecfp_730,0.25,0.0
base__ecfp_729,0.25,0.0
base__ecfp_728,0.25,0.0
base__ecfp_727,0.25,0.0
base__ecfp_726,0.25,0.0
base__ecfp_725,0.25,0.0
base__ecfp_724,0.25,0.0
base__ecfp_722,0.25,0.0
base__ecfp_721,0.25,0.0
base__ecfp_720,0.25,0.0
base__ecfp_719,0.25,0.0
base__ecfp_750,0.25,0.0
base__ecfp_751,0.25,0.0
base__ecfp_752,0.25,0.0
base__ecfp_753,0.25,0.0
base__ecfp_785,0.25,0.0
base__ecfp_784,0.25,0.0
base__ecfp_782,0.25,0.0
base__ecfp_781,0.25,0.0
base__ecfp_778,0.25,0.0
base__ecfp_777,0.25,0.0
base__ecfp_776,0.25,0.0
base__ecfp_775,0.25,0.0
base__ecfp_774,0.25,0.0
base__ecfp_772,0.25,0.0
base__ecfp_771,0.25,0.0
base__ecfp_770,0.25,0.0
base__ecfp_769,0.25,0.0
base__ecfp_768,0.25,0.0
base__ecfp_767,0.25,0.0
base__ecfp_766,0.25,0.0
base__ecfp_765,0.25,0.0
base__ecfp_763,0.25,0.0
base__ecfp_762,0.25,0.0
base__ecfp_761,0.25,0.0
base__ecfp_758,0.25,0.0
