extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,family,fold_id,fold_ordinal
CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,-2.49586,-4.31971,-3.69625,-1.59859,6.47945,-6.41823,-0.867137,1.65794,3,phosphonate_phosphinate_neutral,s104729_S_b000,0
CCOP(=S)(COCP(=S)(OCC)OCC)OCC,-2.6286,0.21518,0.292176,0.416489,2.11137,-1.14861,0.491064,0.160792,12,sulfur_donor_other,s104729_S_b000,0
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,0.485191,0.49107,-0.00909117,0.526595,0.275642,-1.80185,1.19734,-0.407567,14,pyridine_carboxamide,s104729_S_b000,0
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,-0.640062,-1.20172,0.557023,1.26358,-0.291773,0.55977,1.09671,0.743591,14,malonamide,s104729_S_b000,0
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.191628,-0.0672,-0.117729,0.271636,-0.516336,0.398655,0.544757,0.550469,127,diglycolamide,s104729_S_b000,0
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,-0.290868,-0.842118,0.902634,1.56397,-0.849969,0.930312,1.09319,-0.000642024,140,pyridine_carboxamide,s104729_S_b000,0
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0.338461,0.472752,-0.48951,-0.0668925,0.435098,-0.264094,0.421341,0.0784905,14,diglycolamide,s104729_S_b000,0
Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.138881,1.84023,-0.111878,0.952623,1.24043,-0.0154178,-3.64645,-2.0101,32,n_heterocyclic,s104729_S_b000,0
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,-0.528856,-0.183154,-0.143091,1.05932,1.79541,1.6141,0.399137,-1.30295,12,n_heterocyclic,s104729_S_b000,0
Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-0.463771,0.117416,-0.349517,0.944248,1.81497,1.47507,0.338326,-1.39778,12,n_heterocyclic,s104729_S_b000,0
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-0.387515,0.00749116,-0.147812,1.02775,1.48744,1.41302,0.42492,-1.12319,14,n_heterocyclic,s104729_S_b000,0
Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,-0.397437,0.20393,-0.386386,0.993786,1.3215,1.1699,0.272327,-1.184,2,n_heterocyclic,s104729_S_b000,0
O=C(COCC(=O)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,0.575854,0.186234,0.0159146,0.449886,-2.1553,0.766584,0.370048,0.841621,8,diglycolamide,s104729_S_b000,0
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,-0.113771,0.691162,0.542613,-0.118222,0.801491,-1.49326,-0.146116,-0.0853323,14,diglycolamide,s104729_S_b000,0
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,-1.16283,2.61934,-0.693711,-4.42335,1.67413,1.11795,0.486686,1.77921,8,aminopolycarboxylic_acid,s104729_S_b000,0
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,-0.687931,3.95756,1.31464,-5.89191,1.60956,2.66469,1.75502,2.38629,8,aminopolycarboxylic_acid,s104729_S_b000,0
O=C(O)CSCC(=O)O,1.33973,2.48293,-1.95125,2.71161,-0.222177,-1.18623,-1.3057,-0.505768,13,carboxylic_acid,s104729_S_b000,0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,-0.404036,0.288289,1.49658,0.860161,0.507074,-0.835068,-0.0134142,-1.03134,28,pyridine_carboxamide,s104729_S_b000,0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,-0.147766,0.17324,1.22728,0.767305,0.114362,0.350527,0.927658,-0.906627,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,-0.337643,0.555059,1.24725,0.898011,1.04756,-2.0122,0.183714,-1.10699,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,-0.59936,-0.195942,1.18263,0.965911,0.623634,-0.758673,0.235808,-0.460086,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1ccccc1)c1ccc2ccccc2n1,-0.372929,0.584669,-0.49223,1.7178,0.772276,1.8502,0.22622,-1.40304,12,n_heterocyclic,s104729_S_b000,0
O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,3.62113,1.17859,1.29247,-2.29197,-0.646111,-2.13027,3.011,0.551108,3,phosphine_oxide,s104729_S_b000,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.199096,18.1572,0.687643,-4.98073,3.76867,4.35466,2.28849,-1.67256,3,hydroxyketone_catechol,s104729_S_b000,0
S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-2.35814,0.506057,0.910294,0.566783,1.40748,0.0195631,1.18506,0.441458,12,sulfur_donor_other,s104729_S_b000,0
S=P(S)(c1ccccc1Cl)c1ccccc1Cl,-0.195365,1.56107,3.5487,-5.7755,10.4663,5.46347,-9.7239,4.88095,1,dithiophosphinic_acid,s104729_S_b000,0
c1cc(-n2cccn2)nc(-n2cccn2)c1,-0.243793,0.196111,-0.416172,0.857307,1.24238,1.34107,0.191285,-0.932161,4,n_heterocyclic,s104729_S_b000,0
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,1.35609,-1.03072,1.40057,-0.262114,6.136,2.28272,0.613933,-0.276985,5,crown_ether_calixarene,s104729_S_b000,0
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,1.30845,-1.04591,0.53774,-0.985331,5.74209,2.33603,0.829372,0.669914,5,crown_ether_calixarene,s104729_S_b000,0
