arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B4l,selection,,,13,0.988776,1.25408,1.11986,0.8174,0.461538,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B4l,selection,,,56,0.170889,0.0503636,0.224418,0.0391633,1,2.05433,1,4.45149,1,7.08418,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B4l,selection,,,14,0.778625,0.831548,0.911893,-0.442749,0.785714,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B4l,selection,,,55,0.606414,0.615004,0.784222,0.0547683,0.818182,2.00257,1,4.28189,1,6.76589,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B4l,selection,,,152,0.513882,0.574436,0.757916,0.187704,0.809211,1.97557,0.973684,4.31278,1,6.87211,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B4l,selection,,,114,0.546561,0.569631,0.754739,0.229689,0.877193,1.92922,0.947368,4.19015,1,6.75377,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B4l,selection,,,206,0.728407,1.47153,1.21307,0.424429,0.776699,2.06727,0.864078,4.34073,0.970874,6.8028,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B4l,selection,,,13,0.916913,1.40856,1.18683,-0.0151671,0.615385,1.9502,0.923077,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B4l,selection,,,192,1.69869,4.4765,2.11577,-1.523,0.364583,1.91949,0.677083,4.31692,0.869792,6.92784,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B4l,selection,,,3,1.99935,6.77292,2.60248,-1.99935,0.333333,1.9502,0.666667,4.42676,0.666667,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B4l,selection,,,11,0.68808,0.687146,0.828943,-0.62774,0.727273,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B4l,selection,,,16,0.493415,0.437563,0.661485,-0.117671,0.8125,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B4l,selection,,,1,0.823909,0.678826,0.823909,-0.823909,1,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B4l,selection,,,87,1.57905,4.00121,2.0003,-0.0993568,0.390805,1.96038,0.689655,4.04351,0.885057,6.64917,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B4l,selection,,,2,0.261439,0.0844138,0.29054,0.126741,1,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B4l,selection,,,11,2.26787,5.37514,2.31843,-2.26787,0,1.9502,0.454545,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B4l,selection,,,26,2.05695,4.56282,2.13607,0.318211,0.0384615,1.90217,0.423077,4.20002,1,6.93706,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B4l,selection,,,1,5.19576,26.9959,5.19576,5.19576,0,1.9502,0,4.42676,0,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B4l,selection,,,16,1.76968,3.72495,1.93001,-1.74896,0.1875,1.9502,0.5625,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B4l,selection,,,120,1.30531,2.4809,1.57509,0.0686521,0.425,1.80114,0.75,3.97283,0.975,6.85302,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B4l,selection,,,3,1.6789,2.8623,1.69183,-1.6789,0,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B4l,selection,,,47,0.944456,1.47785,1.21567,0.86761,0.617021,2.02284,0.93617,4.37015,1,7.11311,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B4l,selection,,,63,0.394896,0.197408,0.444306,-0.332881,1,1.93525,1,4.20281,1,6.93099,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B4l,selection,,,27,0.515893,0.44408,0.666393,0.381667,0.814815,1.92415,1,4.19532,1,6.91212,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B4l,selection,,,108,0.87835,1.31673,1.14749,0.302674,0.638889,1.93318,0.898148,4.16125,0.990741,6.78697,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B4l,selection,,,12,0.83696,1.48376,1.2181,-0.458212,0.583333,1.9502,0.916667,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B4l,selection,,,21,0.813804,1.01431,1.00713,0.679148,0.666667,2,1,4.29226,1,6.7,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B4l,selection,,,40,0.529734,0.783466,0.885136,-0.208736,0.85,2,0.925,4.43332,1,7.21694,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B4l,selection,,,50,1.13572,2.15955,1.46954,0.327468,0.52,1.98475,0.9,4.33641,0.96,6.94482,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B4l,selection,,,133,1.43518,3.47565,1.86431,-0.145866,0.473684,1.90684,0.744361,4.19987,0.909774,7.14959,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B4l,selection,,,14,0.684734,0.70367,0.83885,-0.638381,0.642857,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B4l,selection,,,228,2.11546,5.68318,2.38394,2.07108,0.179825,1.90684,0.495614,4.21723,0.894737,6.9442,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B4l,selection,,,35,1.10471,2.42333,1.5567,1.02884,0.542857,1.89518,0.685714,4.28247,0.971429,7.09073,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B4l,selection,,,16,0.931179,2.97486,1.72478,0.739701,0.75,2.10756,0.75,4.44998,0.875,7.1664,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
B4l,selection,,,14,1.13155,1.54602,1.24339,-1.1137,0.428571,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B4l,selection,,,208,1.10721,1.83215,1.35357,-0.0624112,0.442308,1.93378,0.879808,4.29215,0.995192,7.02881,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B4l,selection,,,14,0.275621,0.163241,0.404031,0.0340051,0.928571,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B4l,selection,,,4,2.16576,6.81428,2.61042,-2.01295,0.25,1.9502,0.75,4.42676,0.75,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B4l,selection,,,31,0.313356,0.171301,0.413885,-0.0796684,0.967742,1.94394,1,4.45685,1,7.13509,exploratory: publication group (the as-run pre-seal V1 reading),pub_c929bc0daa
B4l,selection,,,94,0.433973,0.797099,0.892804,0.176793,0.840426,1.93513,0.93617,4.26067,0.989362,6.95387,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B4l,selection,,,15,0.816334,1.30992,1.14452,-0.0843299,0.666667,1.94174,0.866667,4.31692,1,7.05389,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B4l,selection,,,3,2.91255,8.87822,2.97963,-2.91255,0,1.9502,0,4.42676,0.666667,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B4l,selection,,,1096,1.88306,5.64745,2.37644,-0.0252229,0.351277,1.98797,0.600365,4.19205,0.833029,6.7388,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B4l,selection,,,36,1.27255,3.60883,1.89969,-0.786686,0.611111,2.03579,0.777778,4.46663,0.861111,7.1664,exploratory: publication group (the as-run pre-seal V1 reading),pub_f5d1922154
B4l,selection,,,5,1.63695,2.75269,1.65912,1.63695,0,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B4l,selection,,,3,1.1991,1.99337,1.41187,-1.1991,0.333333,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B4l,confirmation,,pub_007f4c9de0,35,0.402593,0.265408,0.515178,-0.251004,0.942857,2.0184,1,4.29788,1,6.87211,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_04794d6d09,642,1.31334,3.08221,1.75562,0.500617,0.53271,2.12282,0.794393,4.43663,0.926791,6.85194,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_0c3788daa5,33,0.368232,0.241602,0.49153,-0.224917,0.909091,2.04511,1,4.40483,1,7.00098,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_0fd6ab4e40,29,0.608271,0.492101,0.701499,0.575366,0.862069,2.02363,1,4.32889,1,6.82995,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_10aec04d23,67,0.437607,0.390339,0.624772,-0.116229,0.835821,1.96017,1,4.3638,1,6.89249,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1605e436d7,154,1.59799,3.34818,1.8298,-1.3311,0.305195,1.93284,0.720779,4.40483,0.987013,7.15863,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1927dff570,20,1.48224,3.24968,1.80269,0.0736626,0.4,2,0.8,4.31812,0.95,6.9749,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1b7737c507,261,0.737433,1.16318,1.07851,-0.178293,0.770115,2.01049,0.911877,4.14828,0.988506,6.95735,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1c1b558856,72,1.73874,4.42554,2.1037,-1.66846,0.333333,1.90943,0.611111,4.0445,0.875,6.79588,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1d18e32c4e,101,1.0904,1.80409,1.34316,0.375844,0.524752,1.9375,0.881188,4.15294,1,7.08479,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_1e6fec5c25,22,0.893174,1.29941,1.13992,0.695232,0.681818,1.90227,0.909091,4.1525,1,7.04289,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_23f10a0918,269,1.23733,2.01909,1.42095,-0.88178,0.330855,2,0.921933,4.41582,1,7.05046,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_3e0f6bb1b5,28,1.33022,2.16075,1.46995,-1.19333,0.25,1.8751,0.928571,4.22464,1,6.96218,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_40c355ae86,24,1.30858,3.01564,1.73656,0.476173,0.541667,1.89291,0.875,4.13618,0.916667,7.03642,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_457a2adba4,28,0.399043,0.244949,0.494923,-0.0656863,0.928571,1.95515,1,4.25045,1,6.78843,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_4f42448406,81,0.831576,1.19124,1.09144,0.174037,0.679012,2.02846,0.938272,4.39857,1,7.15863,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_515c63b970,90,1.63136,2.93827,1.71414,-1.63136,0.0444444,2.07431,0.933333,4.42225,1,7.06615,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_51c0693f9c,116,1.31383,2.90803,1.7053,1.06405,0.5,2.01025,0.793103,4.45573,0.974138,7.31695,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_51ddfefa0c,96,1.65701,7.71038,2.77676,1.38046,0.427083,1.90161,0.75,4.11887,0.96875,7.02575,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_56338b6e47,192,3.24169,12.6766,3.56042,3.01227,0.046875,1.86232,0.244792,4.14119,0.567708,6.76589,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_58ab6ca575,55,0.429952,0.336785,0.580332,0.314237,0.890909,1.9502,1,4.31044,1,6.97034,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_5a68dc5665,874,1.3955,3.18938,1.78588,0.264698,0.430206,1.94181,0.779176,4.26233,0.932494,6.79588,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_63013e43b6,48,1.09623,1.79647,1.34032,0.594499,0.520833,1.97841,0.875,4.24333,1,6.72685,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_691fc07992,75,2.22082,6.63429,2.57571,-2.20669,0.226667,2,0.52,4.37237,0.773333,6.95424,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_6a0ef8528c,164,1.9918,4.60307,2.14548,1.9918,0.103659,1.90849,0.52439,3.96454,0.939024,6.57942,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_86cd2c5ec0,36,1.20036,2.89755,1.70222,0.322725,0.5,1.90923,0.888889,4.12624,0.944444,6.80881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_9a95bb9836,110,0.823127,1.8257,1.35118,0.195189,0.745455,2,0.936364,4.42099,0.945455,7.29943,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_a49146c8fd,51,1.08259,1.9451,1.39467,0.130271,0.607843,1.94644,0.901961,4.3664,0.960784,7.27135,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_a671b3a07d,140,0.860416,1.52093,1.23326,-0.386232,0.664286,1.93378,0.878571,4.18176,0.992857,6.84065,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_aed382b25f,36,0.953678,1.65761,1.28748,-0.561431,0.527778,1.90849,0.916667,4.16636,0.972222,7.08265,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_b048b54fa9,93,0.543611,0.734738,0.857168,0.149619,0.806452,1.98367,0.956989,4.30054,1,6.92111,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_b62729e38f,53,0.829791,1.29651,1.13864,-0.467772,0.622642,2.02846,0.924528,4.35043,1,7.3586,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_b9dfc468cd,136,1.44832,2.94389,1.71578,0.879797,0.301471,1.83123,0.772059,4.16284,0.970588,6.96474,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_bdb1564c49,134,0.948394,1.26673,1.12549,-0.742439,0.544776,1.95346,0.970149,4.37015,1,7.00085,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_bef16e560c,48,0.946564,2.10821,1.45197,0.712285,0.625,1.89027,0.916667,4.35379,0.9375,6.99031,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_c8195b4ca7,216,1.14449,1.88997,1.37476,-0.766782,0.453704,1.86937,0.884259,4.37015,1,7.14512,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_ca616a18dd,28,0.541223,0.387096,0.62217,-0.523004,0.892857,1.94626,1,4.40157,1,7.06615,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_ca7dd9b99d,303,0.781094,1.06231,1.03068,0.261649,0.722772,1.91765,0.937294,4.36539,1,7.13509,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_cd72e4a7bb,135,1.01949,1.60792,1.26804,-0.216604,0.511111,1.90849,0.925926,4.29061,1,6.99817,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_d59c40b453,37,0.808616,1.28631,1.13415,-0.380887,0.621622,1.96921,0.891892,4.31692,1,6.99749,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_dfa96a5118,42,0.523856,0.557356,0.746563,0.223653,0.857143,2.01288,0.97619,4.45279,1,7.18919,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_e4bbba9576,89,0.894496,1.74546,1.32116,-0.265361,0.674157,2.14802,0.910112,4.52385,0.966292,7.4299,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_e4dd361427,10,1.48044,3.4842,1.8666,0.185037,0.5,2.00967,0.7,4.43789,1,7.13509,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,pub_e9799b75f3,56,0.304526,0.262964,0.5128,-0.208309,0.892857,1.94813,1,4.14683,1,7.02881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B4l,confirmation,,,35,0.402593,0.265408,0.515178,-0.251004,0.942857,2.0184,1,4.29788,1,6.87211,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B4l,confirmation,,,642,1.31334,3.08221,1.75562,0.500617,0.53271,2.12282,0.794393,4.43663,0.926791,6.85194,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B4l,confirmation,,,33,0.368232,0.241602,0.49153,-0.224917,0.909091,2.04511,1,4.40483,1,7.00098,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B4l,confirmation,,,29,0.608271,0.492101,0.701499,0.575366,0.862069,2.02363,1,4.32889,1,6.82995,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B4l,confirmation,,,67,0.437607,0.390339,0.624772,-0.116229,0.835821,1.96017,1,4.3638,1,6.89249,exploratory: publication group (the as-run pre-seal V1 reading),pub_10aec04d23
B4l,confirmation,,,154,1.59799,3.34818,1.8298,-1.3311,0.305195,1.93284,0.720779,4.40483,0.987013,7.15863,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B4l,confirmation,,,20,1.48224,3.24968,1.80269,0.0736626,0.4,2,0.8,4.31812,0.95,6.9749,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B4l,confirmation,,,261,0.737433,1.16318,1.07851,-0.178293,0.770115,2.01049,0.911877,4.14828,0.988506,6.95735,exploratory: publication group (the as-run pre-seal V1 reading),pub_1b7737c507
B4l,confirmation,,,72,1.73874,4.42554,2.1037,-1.66846,0.333333,1.90943,0.611111,4.0445,0.875,6.79588,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B4l,confirmation,,,101,1.0904,1.80409,1.34316,0.375844,0.524752,1.9375,0.881188,4.15294,1,7.08479,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B4l,confirmation,,,22,0.893174,1.29941,1.13992,0.695232,0.681818,1.90227,0.909091,4.1525,1,7.04289,exploratory: publication group (the as-run pre-seal V1 reading),pub_1e6fec5c25
B4l,confirmation,,,269,1.23733,2.01909,1.42095,-0.88178,0.330855,2,0.921933,4.41582,1,7.05046,exploratory: publication group (the as-run pre-seal V1 reading),pub_23f10a0918
B4l,confirmation,,,28,1.33022,2.16075,1.46995,-1.19333,0.25,1.8751,0.928571,4.22464,1,6.96218,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B4l,confirmation,,,24,1.30858,3.01564,1.73656,0.476173,0.541667,1.89291,0.875,4.13618,0.916667,7.03642,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B4l,confirmation,,,28,0.399043,0.244949,0.494923,-0.0656863,0.928571,1.95515,1,4.25045,1,6.78843,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B4l,confirmation,,,81,0.831576,1.19124,1.09144,0.174037,0.679012,2.02846,0.938272,4.39857,1,7.15863,exploratory: publication group (the as-run pre-seal V1 reading),pub_4f42448406
B4l,confirmation,,,90,1.63136,2.93827,1.71414,-1.63136,0.0444444,2.07431,0.933333,4.42225,1,7.06615,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B4l,confirmation,,,116,1.31383,2.90803,1.7053,1.06405,0.5,2.01025,0.793103,4.45573,0.974138,7.31695,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B4l,confirmation,,,96,1.65701,7.71038,2.77676,1.38046,0.427083,1.90161,0.75,4.11887,0.96875,7.02575,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B4l,confirmation,,,192,3.24169,12.6766,3.56042,3.01227,0.046875,1.86232,0.244792,4.14119,0.567708,6.76589,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B4l,confirmation,,,55,0.429952,0.336785,0.580332,0.314237,0.890909,1.9502,1,4.31044,1,6.97034,exploratory: publication group (the as-run pre-seal V1 reading),pub_58ab6ca575
B4l,confirmation,,,874,1.3955,3.18938,1.78588,0.264698,0.430206,1.94181,0.779176,4.26233,0.932494,6.79588,exploratory: publication group (the as-run pre-seal V1 reading),pub_5a68dc5665
B4l,confirmation,,,48,1.09623,1.79647,1.34032,0.594499,0.520833,1.97841,0.875,4.24333,1,6.72685,exploratory: publication group (the as-run pre-seal V1 reading),pub_63013e43b6
B4l,confirmation,,,75,2.22082,6.63429,2.57571,-2.20669,0.226667,2,0.52,4.37237,0.773333,6.95424,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B4l,confirmation,,,164,1.9918,4.60307,2.14548,1.9918,0.103659,1.90849,0.52439,3.96454,0.939024,6.57942,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B4l,confirmation,,,36,1.20036,2.89755,1.70222,0.322725,0.5,1.90923,0.888889,4.12624,0.944444,6.80881,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B4l,confirmation,,,110,0.823127,1.8257,1.35118,0.195189,0.745455,2,0.936364,4.42099,0.945455,7.29943,exploratory: publication group (the as-run pre-seal V1 reading),pub_9a95bb9836
B4l,confirmation,,,51,1.08259,1.9451,1.39467,0.130271,0.607843,1.94644,0.901961,4.3664,0.960784,7.27135,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B4l,confirmation,,,140,0.860416,1.52093,1.23326,-0.386232,0.664286,1.93378,0.878571,4.18176,0.992857,6.84065,exploratory: publication group (the as-run pre-seal V1 reading),pub_a671b3a07d
B4l,confirmation,,,36,0.953678,1.65761,1.28748,-0.561431,0.527778,1.90849,0.916667,4.16636,0.972222,7.08265,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B4l,confirmation,,,93,0.543611,0.734738,0.857168,0.149619,0.806452,1.98367,0.956989,4.30054,1,6.92111,exploratory: publication group (the as-run pre-seal V1 reading),pub_b048b54fa9
B4l,confirmation,,,53,0.829791,1.29651,1.13864,-0.467772,0.622642,2.02846,0.924528,4.35043,1,7.3586,exploratory: publication group (the as-run pre-seal V1 reading),pub_b62729e38f
B4l,confirmation,,,136,1.44832,2.94389,1.71578,0.879797,0.301471,1.83123,0.772059,4.16284,0.970588,6.96474,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B4l,confirmation,,,134,0.948394,1.26673,1.12549,-0.742439,0.544776,1.95346,0.970149,4.37015,1,7.00085,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B4l,confirmation,,,48,0.946564,2.10821,1.45197,0.712285,0.625,1.89027,0.916667,4.35379,0.9375,6.99031,exploratory: publication group (the as-run pre-seal V1 reading),pub_bef16e560c
B4l,confirmation,,,216,1.14449,1.88997,1.37476,-0.766782,0.453704,1.86937,0.884259,4.37015,1,7.14512,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B4l,confirmation,,,28,0.541223,0.387096,0.62217,-0.523004,0.892857,1.94626,1,4.40157,1,7.06615,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B4l,confirmation,,,303,0.781094,1.06231,1.03068,0.261649,0.722772,1.91765,0.937294,4.36539,1,7.13509,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca7dd9b99d
B4l,confirmation,,,135,1.01949,1.60792,1.26804,-0.216604,0.511111,1.90849,0.925926,4.29061,1,6.99817,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B4l,confirmation,,,37,0.808616,1.28631,1.13415,-0.380887,0.621622,1.96921,0.891892,4.31692,1,6.99749,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B4l,confirmation,,,42,0.523856,0.557356,0.746563,0.223653,0.857143,2.01288,0.97619,4.45279,1,7.18919,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B4l,confirmation,,,89,0.894496,1.74546,1.32116,-0.265361,0.674157,2.14802,0.910112,4.52385,0.966292,7.4299,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B4l,confirmation,,,10,1.48044,3.4842,1.8666,0.185037,0.5,2.00967,0.7,4.43789,1,7.13509,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B4l,confirmation,,,56,0.304526,0.262964,0.5128,-0.208309,0.892857,1.94813,1,4.14683,1,7.02881,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B7,selection,,REMAINDER,232,0.997155,1.8508,1.36044,-0.384583,0.62931,2.01062,0.862069,4.33643,0.99569,7.14948,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_0884e38fbe,155,0.811901,0.864033,0.929534,-0.154756,0.748387,2.015,0.993548,4.45043,1,7.73028,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_0a8da089ad,132,0.695032,0.670887,0.819077,-0.284345,0.704545,2.00265,1,4.51295,1,7.09339,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
