arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B7,selection,,pub_0af6736cb1,258,1.02809,1.69039,1.30015,-0.627967,0.55814,2.0519,0.914729,4.27443,0.996124,6.83598,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_0d412f4721,20,1.18438,1.95032,1.39654,-1.09195,0.5,1.95686,0.9,4.20126,1,6.43651,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_0ddbd861aa,91,0.227332,0.0886116,0.297677,0.0188145,1,1.97688,1,4.30983,1,6.478,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_19783c039b,204,1.82942,3.89874,1.97452,-1.82511,0.151961,1.95686,0.558824,4.19208,1,6.39423,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_1bd76c48d9,54,0.67166,0.521109,0.721879,-0.645824,0.962963,2.10059,1,4.53098,1,7.35602,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_22a136e9b9,24,1.23921,2.30228,1.51733,0.438115,0.458333,1.97157,0.916667,4.10799,0.958333,6.57397,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_2319535dff,141,2.81305,8.83084,2.97167,-2.81305,0.0921986,1.9383,0.120567,4.20418,0.716312,6.47702,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_2c76a46f18,71,0.993926,1.87465,1.36918,-0.136917,0.661972,1.98843,0.859155,4.39826,1,7.69961,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_2e9f2dbea9,76,0.544958,0.753315,0.867937,0.0338652,0.907895,2.00178,0.947368,4.42172,1,7.68647,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_37086f6378,532,1.33882,2.7506,1.65849,0.916463,0.451128,1.95417,0.75,4.297,0.99812,6.95586,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_3f3b6220e0,56,0.839858,0.790718,0.889223,-0.839858,0.660714,1.9893,1,4.22141,1,6.39346,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_44555064e1,55,0.773516,0.856249,0.925337,-0.293456,0.636364,1.95173,0.981818,4.02774,1,6.54225,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_45b8fb22e7,152,0.813597,1.27916,1.131,0.575293,0.697368,1.93974,0.907895,4.07922,0.993421,6.53943,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_4a1871d85d,114,0.531084,0.460889,0.678888,0.321218,0.842105,1.89931,0.991228,3.99198,1,6.35896,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_4cba27f5f3,206,2.19644,6.46915,2.54345,-1.82827,0.223301,1.98027,0.417476,4.17844,0.635922,6.45045,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_5472c4b438,192,1.6603,3.39074,1.8414,-1.3199,0.255208,2.04409,0.604167,4.32411,1,7.00696,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_6b0ea2ccc9,87,1.37218,3.01024,1.735,0.014191,0.45977,1.89769,0.678161,3.96255,0.931034,6.07529,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_74428aeab2,26,1.63657,3.02084,1.73806,0.50279,0.115385,2.02398,0.923077,4.37407,1,6.6082,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_8415538291,120,1.41667,2.46585,1.5703,-0.344431,0.233333,2.00168,0.825,4.20232,1,6.93704,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_8a081dc888,47,1.1023,1.64186,1.28135,0.182537,0.553191,2.08317,0.914894,4.34661,1,7.06868,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_8dafaf94bc,63,0.693725,0.56459,0.751392,-0.194733,0.920635,1.97261,1,4.19208,1,6.66632,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_917a4583d4,27,0.520076,0.309301,0.556148,-0.349608,1,1.98,1,4.18389,1,6.66047,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_92fd5bea1e,108,0.95148,1.26822,1.12615,-0.184378,0.694444,2.03941,0.962963,4.33009,0.990741,7.05849,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_97510df3a0,21,1.04496,1.48965,1.22051,1.04496,0.619048,2.17907,0.952381,4.57025,1,8.0347,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_a470dfb784,40,0.265906,0.112381,0.335232,-0.0350843,1,1.8823,1,3.81698,1,6.59784,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_a9266a9412,50,0.826163,1.15316,1.07385,0.406762,0.64,1.92684,0.94,3.85154,1,6.53089,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_ad5a7268e5,133,1.59105,4.40516,2.09885,0.0848266,0.421053,2.051,0.684211,4.17726,0.93985,6.83862,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_b0b3296ec5,228,2.11546,5.68318,2.38394,2.07108,0.192982,2.07268,0.495614,4.24989,0.877193,6.75784,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_b155314682,35,1.2068,1.86466,1.36552,1.19456,0.428571,2.02969,0.885714,4.31038,1,6.86995,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_b4273fb42a,16,0.999408,1.3041,1.14197,-0.511884,0.5625,2.06677,1,4.31422,1,6.75784,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_b92b9c1ebe,208,1.21991,2.69821,1.64262,-0.412096,0.581731,2.13171,0.754808,4.52392,0.971154,6.84786,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_c929bc0daa,31,0.478993,0.393703,0.627458,-0.17029,0.774194,1.90656,1,3.96521,1,6.42975,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_cdc2243314,94,0.8174,1.19371,1.09257,0.262621,0.702128,2.08373,0.946809,4.25725,0.978723,6.75697,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_d3c970567f,15,0.71699,0.743788,0.862431,-0.0726647,0.733333,2.03825,1,4.45712,1,6.98877,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_e287124c22,1096,2.16466,9.23335,3.03864,-0.525028,0.340328,1.82274,0.557482,3.89455,0.806569,6.51529,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,pub_f5d1922154,36,0.777973,0.763919,0.874025,-0.600642,0.583333,1.91069,1,4.07937,1,6.77994,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B7,selection,,,12,1.85362,4.82746,2.19715,-1.72444,0.333333,2.01062,0.5,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B7,selection,,,155,0.811901,0.864033,0.929534,-0.154756,0.748387,2.015,0.993548,4.45043,1,7.73028,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B7,selection,,,132,0.695032,0.670887,0.819077,-0.284345,0.704545,2.00265,1,4.51295,1,7.09339,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B7,selection,,,258,1.02809,1.69039,1.30015,-0.627967,0.55814,2.0519,0.914729,4.27443,0.996124,6.83598,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B7,selection,,,20,1.18438,1.95032,1.39654,-1.09195,0.5,1.95686,0.9,4.20126,1,6.43651,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B7,selection,,,91,0.227332,0.0886116,0.297677,0.0188145,1,1.97688,1,4.30983,1,6.478,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B7,selection,,,3,0.455097,0.22101,0.470117,0.0579019,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B7,selection,,,7,0.952606,1.79754,1.34073,-0.880166,0.571429,2.01062,0.857143,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B7,selection,,,4,2.69781,7.29863,2.7016,-2.69781,0,2.01062,0,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B7,selection,,,16,0.457054,0.387751,0.622697,-0.382339,0.75,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B7,selection,,,14,2.40803,6.52482,2.55437,-1.28562,0.0714286,2.01062,0.357143,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B7,selection,,,204,1.82942,3.89874,1.97452,-1.82511,0.151961,1.95686,0.558824,4.19208,1,6.39423,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B7,selection,,,54,0.67166,0.521109,0.721879,-0.645824,0.962963,2.10059,1,4.53098,1,7.35602,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B7,selection,,,24,1.23921,2.30228,1.51733,0.438115,0.458333,1.97157,0.916667,4.10799,0.958333,6.57397,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B7,selection,,,141,2.81305,8.83084,2.97167,-2.81305,0.0921986,1.9383,0.120567,4.20418,0.716312,6.47702,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B7,selection,,,71,0.993926,1.87465,1.36918,-0.136917,0.661972,1.98843,0.859155,4.39826,1,7.69961,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B7,selection,,,76,0.544958,0.753315,0.867937,0.0338652,0.907895,2.00178,0.947368,4.42172,1,7.68647,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B7,selection,,,3,1.23692,1.67094,1.29265,-1.23692,0.333333,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B7,selection,,,532,1.33882,2.7506,1.65849,0.916463,0.451128,1.95417,0.75,4.297,0.99812,6.95586,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B7,selection,,,13,0.307929,0.154376,0.392908,-0.130115,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B7,selection,,,56,0.839858,0.790718,0.889223,-0.839858,0.660714,1.9893,1,4.22141,1,6.39346,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B7,selection,,,14,1.70294,4.40863,2.09967,1.70294,0.5,2.01062,0.642857,4.33643,0.928571,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B7,selection,,,55,0.773516,0.856249,0.925337,-0.293456,0.636364,1.95173,0.981818,4.02774,1,6.54225,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B7,selection,,,152,0.813597,1.27916,1.131,0.575293,0.697368,1.93974,0.907895,4.07922,0.993421,6.53943,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B7,selection,,,114,0.531084,0.460889,0.678888,0.321218,0.842105,1.89931,0.991228,3.99198,1,6.35896,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B7,selection,,,206,2.19644,6.46915,2.54345,-1.82827,0.223301,1.98027,0.417476,4.17844,0.635922,6.45045,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B7,selection,,,13,0.321061,0.123232,0.351044,-0.316749,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B7,selection,,,192,1.6603,3.39074,1.8414,-1.3199,0.255208,2.04409,0.604167,4.32411,1,7.00696,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B7,selection,,,3,1.43539,3.12566,1.76795,-0.636061,0.333333,2.01062,0.666667,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B7,selection,,,11,0.846784,0.816351,0.903521,-0.846784,0.727273,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B7,selection,,,16,0.238087,0.0882515,0.297072,-0.125916,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B7,selection,,,1,2.97458,8.8481,2.97458,2.97458,0,2.01062,0,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B7,selection,,,87,1.37218,3.01024,1.735,0.014191,0.45977,1.89769,0.678161,3.96255,0.931034,6.07529,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B7,selection,,,2,1.09162,1.25998,1.12249,1.09162,0.5,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B7,selection,,,11,0.276253,0.0956466,0.309268,-0.135737,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B7,selection,,,26,1.63657,3.02084,1.73806,0.50279,0.115385,2.02398,0.923077,4.37407,1,6.6082,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B7,selection,,,1,2.009,4.03609,2.009,2.009,0,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B7,selection,,,16,0.994726,1.16677,1.08017,-0.994726,0.5625,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B7,selection,,,120,1.41667,2.46585,1.5703,-0.344431,0.233333,2.00168,0.825,4.20232,1,6.93704,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B7,selection,,,3,0.464947,0.259761,0.509668,-0.464947,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B7,selection,,,47,1.1023,1.64186,1.28135,0.182537,0.553191,2.08317,0.914894,4.34661,1,7.06868,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B7,selection,,,63,0.693725,0.56459,0.751392,-0.194733,0.920635,1.97261,1,4.19208,1,6.66632,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B7,selection,,,27,0.520076,0.309301,0.556148,-0.349608,1,1.98,1,4.18389,1,6.66047,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B7,selection,,,108,0.95148,1.26822,1.12615,-0.184378,0.694444,2.03941,0.962963,4.33009,0.990741,7.05849,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B7,selection,,,12,0.254,0.0782428,0.279719,0.0503488,1,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B7,selection,,,21,1.04496,1.48965,1.22051,1.04496,0.619048,2.17907,0.952381,4.57025,1,8.0347,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B7,selection,,,40,0.265906,0.112381,0.335232,-0.0350843,1,1.8823,1,3.81698,1,6.59784,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B7,selection,,,50,0.826163,1.15316,1.07385,0.406762,0.64,1.92684,0.94,3.85154,1,6.53089,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B7,selection,,,133,1.59105,4.40516,2.09885,0.0848266,0.421053,2.051,0.684211,4.17726,0.93985,6.83862,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B7,selection,,,14,1.65053,3.24213,1.80059,-1.05433,0.214286,2.01062,0.785714,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B7,selection,,,228,2.11546,5.68318,2.38394,2.07108,0.192982,2.07268,0.495614,4.24989,0.877193,6.75784,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B7,selection,,,35,1.2068,1.86466,1.36552,1.19456,0.428571,2.02969,0.885714,4.31038,1,6.86995,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B7,selection,,,16,0.999408,1.3041,1.14197,-0.511884,0.5625,2.06677,1,4.31422,1,6.75784,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
B7,selection,,,14,0.602811,0.456822,0.675886,0.602811,0.857143,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B7,selection,,,208,1.21991,2.69821,1.64262,-0.412096,0.581731,2.13171,0.754808,4.52392,0.971154,6.84786,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B7,selection,,,14,0.962663,1.4349,1.19788,0.652445,0.642857,2.01062,0.857143,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B7,selection,,,4,1.93809,3.75737,1.93839,-1.93809,0,2.01062,1,4.33643,1,7.14948,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B7,selection,,,31,0.478993,0.393703,0.627458,-0.17029,0.774194,1.90656,1,3.96521,1,6.42975,exploratory: publication group (the as-run pre-seal V1 reading),pub_c929bc0daa
B7,selection,,,94,0.8174,1.19371,1.09257,0.262621,0.702128,2.08373,0.946809,4.25725,0.978723,6.75697,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
