arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B0,none,196613,pub_ad5a7268e5,133,0.96961,1.50409,1.22641,-0.562735,0.691729,2.18128,0.864662,4.31523,1,6.19108,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_aed382b25f,36,1.62955,4.0191,2.00477,-1.43265,0.472222,2.18171,0.638889,4.31867,0.833333,6.16503,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_af7a1cd919,14,1.29483,3.39739,1.8432,1.13154,0.571429,2.18212,0.714286,4.31981,0.857143,6.25796,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b048b54fa9,93,1.30763,2.46674,1.57058,0.745048,0.44086,2.18206,0.827957,4.31442,0.967742,6.18969,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b0b3296ec5,228,0.846132,1.08908,1.04359,0.00699336,0.635965,2.18125,0.991228,4.3148,1,6.20068,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b155314682,35,0.982366,1.49342,1.22205,0.858623,0.542857,2.18288,0.942857,4.32006,1,6.22907,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b4273fb42a,16,1.02006,1.44157,1.20066,-0.0814753,0.5,2.1808,1,4.3157,1,6.17764,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b62729e38f,53,0.643235,0.814625,0.902566,0.307258,0.830189,2.17946,0.924528,4.3135,1,6.1933,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b8175dc3a1,14,1.40432,2.065,1.43701,1.40432,0,2.17923,1,4.31437,1,6.22226,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b92b9c1ebe,208,0.500154,0.448148,0.669439,0.0988657,0.865385,2.18079,0.990385,4.31419,1,6.19671,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_b9dfc468cd,136,0.504062,0.374864,0.612261,-0.2234,0.911765,2.18246,1,4.31701,1,6.18115,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_bdb1564c49,134,1.16895,1.94974,1.39633,-1.10929,0.477612,2.18184,0.880597,4.3146,1,6.19476,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_bef16e560c,48,1.07259,1.54698,1.24378,-0.22262,0.520833,2.18156,0.979167,4.31395,1,6.16498,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_c07b8473b8,14,1.34652,2.3918,1.54654,0.729996,0.357143,2.18204,0.857143,4.31745,1,6.1455,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_c649e663f3,4,1.59396,2.5423,1.59446,-1.59396,0,2.18627,1,4.32491,1,6.31598,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_c8195b4ca7,216,1.77015,3.73836,1.93348,-1.76406,0.226852,2.18172,0.615741,4.31748,1,6.18612,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_c929bc0daa,31,0.690451,0.80763,0.898682,0.156447,0.806452,2.1814,0.967742,4.31489,1,6.19054,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_ca616a18dd,28,0.85579,0.865974,0.930577,-0.85579,0.714286,2.17826,1,4.31244,1,6.18541,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_ca7dd9b99d,303,1.58198,3.37861,1.8381,1.15229,0.363036,2.18196,0.656766,4.31496,0.940594,6.18941,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_cd72e4a7bb,135,1.34166,2.75803,1.66073,-0.569803,0.459259,2.18077,0.807407,4.31333,0.948148,6.19039,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_cdc2243314,94,1.74381,4.29236,2.0718,0.856882,0.329787,2.18186,0.62766,4.31579,0.840426,6.20093,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_d3c970567f,15,1.05582,1.47879,1.21606,0.216954,0.533333,2.18117,0.933333,4.31868,1,6.20191,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_d59c40b453,37,1.44656,2.84709,1.68733,-0.233702,0.324324,2.18126,0.783784,4.3142,0.972973,6.17153,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_dc1c90a4de,3,0.434476,0.227239,0.476696,-0.434476,1,2.1843,1,4.31016,1,6.16686,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_dfa96a5118,42,1.25829,1.96597,1.40213,-0.874401,0.428571,2.18187,0.904762,4.31447,1,6.20379,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_e287124c22,1096,1.93152,4.8528,2.20291,0.881582,0.25,2.18135,0.57938,4.31541,0.85219,6.19123,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_e4bbba9576,89,0.858447,1.08676,1.04248,-0.281726,0.674157,2.18211,0.988764,4.31899,1,6.19219,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_e4dd361427,10,1.62561,3.32694,1.82399,1.29267,0.4,2.18665,0.6,4.32179,1,6.18341,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_e9799b75f3,56,0.314985,0.157798,0.397238,-0.00696644,1,2.18075,1,4.31326,1,6.16953,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_f5d1922154,36,1.61787,3.35176,1.83078,-1.59332,0.333333,2.18318,0.694444,4.31763,0.944444,6.20722,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_f6d85bdb79,5,1.40695,1.98278,1.40811,1.40695,0,2.18056,1,4.31664,1,6.11424,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,196613,pub_f926473989,3,0.271924,0.0809815,0.284573,-0.271924,1,2.18514,1,4.32457,1,6.136,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_007f4c9de0,35,1.22575,2.35963,1.53611,0.91902,0.6,2.17855,0.828571,4.32387,0.942857,6.16873,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_04794d6d09,642,1.2206,2.11678,1.45492,-0.44351,0.498442,2.17815,0.833333,4.32115,0.992212,6.16105,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_07cea54708,12,1.66169,3.76727,1.94095,-1.38219,0.416667,2.18336,0.583333,4.32258,0.916667,6.13816,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0884e38fbe,155,0.984097,1.18608,1.08907,-0.539068,0.522581,2.1784,1,4.32139,1,6.15993,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0a8da089ad,132,0.874156,1.02068,1.01029,-0.273039,0.583333,2.17895,1,4.32264,1,6.16282,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0af6736cb1,258,1.21234,2.11444,1.45411,-0.878744,0.472868,2.17707,0.879845,4.32229,0.988372,6.16858,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0c3788daa5,33,1.53662,2.96491,1.72189,-0.621343,0.30303,2.17807,0.757576,4.31898,0.969697,6.16321,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0d412f4721,20,1.74998,3.55926,1.8866,-1.69665,0.2,2.17973,0.6,4.32355,1,6.1519,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0ddbd861aa,91,0.641616,0.554835,0.744872,-0.555476,0.813187,2.1778,1,4.32061,1,6.15421,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0e366d9257,3,0.853754,0.954706,0.97709,0.853754,0.333333,2.1783,1,4.31985,1,6.16452,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0f30549d71,7,1.43368,2.71388,1.64738,1.30231,0.428571,2.18061,0.714286,4.32206,1,6.19435,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_0fd6ab4e40,29,1.48448,2.30858,1.5194,1.48448,0.137931,2.17876,1,4.32137,1,6.15587,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_10aec04d23,67,0.933835,1.54235,1.24191,0.639812,0.61194,2.17861,0.910448,4.3201,0.940299,6.15013,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_13adc25944,4,0.643073,0.431807,0.657121,-0.643073,1,2.16887,1,4.31859,1,6.18451,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_1605e436d7,154,0.975531,1.30074,1.1405,-0.030264,0.571429,2.17867,1,4.32147,1,6.16122,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_1739bfaf95,16,0.412957,0.235622,0.485409,-0.274653,1,2.17531,1,4.32112,1,6.16798,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_1845fd6492,14,1.32302,3.65633,1.91215,1.32302,0.571429,2.17313,0.714286,4.32033,0.785714,6.16753,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_1927dff570,20,1.09654,1.35316,1.16325,1.09654,0.4,2.17746,1,4.3234,1,6.16764,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B0,none,262147,pub_19783c039b,204,1.91958,4.87831,2.20869,-1.83125,0.240196,2.17769,0.578431,4.32064,0.872549,6.16328,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
