arm,half,seed,g19_metal_state,extractant_system_key,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B3x,confirmation,,Am(III),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,26,1.06816,1.616,1.27122,0.497202,0.269231,0.999422,0.807692,3.11681,1,6.28788,registered: hidden cell
B3x,confirmation,,Am(III),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,29,1.28978,2.51035,1.58441,-1.1165,0.206897,0.999422,0.655172,3.11681,1,6.28788,registered: hidden cell
B3x,confirmation,,Am(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,27,1.13447,1.83659,1.35521,-0.328562,0.185185,0.997426,0.777778,3.13224,1,6.26256,registered: hidden cell
B3x,confirmation,,Ce(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,0.990232,1.59225,1.26184,0.647822,0.333333,1.12213,0.833333,3.17302,0.916667,5.64331,registered: hidden cell
B3x,confirmation,,Ce(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.562563,0.616331,0.785067,0.37434,0.571429,1.11912,0.928571,3.17302,1,5.62942,registered: hidden cell
B3x,confirmation,,Ce(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.104693,0.0161585,0.127116,-0.092955,1,1.25803,1,3.57558,1,6.34649,registered: hidden cell
B3x,confirmation,,Ce(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.308273,0.149925,0.387201,-0.175875,0.8125,1.16475,1,3.23073,1,5.54732,registered: hidden cell
B3x,confirmation,,Dy(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,18,1.17347,2.11821,1.45541,0.390236,0.333333,1.11502,0.666667,3.15431,0.944444,5.62743,registered: hidden cell
B3x,confirmation,,Dy(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.823473,1.26097,1.12293,0.60353,0.5,1.11502,0.857143,3.15431,1,5.62743,registered: hidden cell
B3x,confirmation,,Dy(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,0.128455,0.0423937,0.205897,0.07743,0.970588,1.12373,1,3.50256,1,6.34649,registered: hidden cell
B3x,confirmation,,Dy(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.449977,0.3476,0.589576,0.449977,0.6,0.968726,1,2.99749,1,6.26256,registered: hidden cell
B3x,confirmation,,Dy(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,15,0.47343,0.3846,0.620162,-0.283826,0.733333,1.16652,1,3.22371,1,5.51145,registered: hidden cell
B3x,confirmation,,Er(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,13,1.15241,2.11354,1.4538,-0.448992,0.384615,1.12921,0.538462,3.15597,1,5.62942,registered: hidden cell
B3x,confirmation,,Er(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.918921,1.66577,1.29065,0.73049,0.5,1.12921,0.714286,3.17516,1,5.62942,registered: hidden cell
B3x,confirmation,,Er(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,0.342457,0.305621,0.55283,0.113689,0.823529,1.0982,0.970588,3.46178,1,6.34649,registered: hidden cell
B3x,confirmation,,Er(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,13,0.290905,0.189495,0.435311,-0.275864,0.769231,1.16652,1,3.22801,1,5.54732,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,36,1.13208,2.16674,1.47198,-1.06618,0.5,1.25612,0.611111,3.61891,1,6.35796,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,36,1.12827,1.86937,1.36725,0.863738,0.333333,1.16652,0.666667,3.22801,0.972222,5.54732,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.662295,0.73549,0.857607,0.52091,0.5,1.13695,0.928571,3.2088,1,5.62942,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,21,0.295382,0.155781,0.394691,0.290272,0.761905,1.07802,1,3.35282,1,6.26256,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|CCCCOP(=O)(OCCCC)OCCCC,36,1.24431,2.56897,1.6028,0.174362,0.0555556,1.07802,0.861111,3.35282,0.944444,6.26256,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,15,0.912445,1.04756,1.0235,-0.392238,0.133333,1.07444,0.933333,3.1538,1,5.51145,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,16,0.550258,0.611545,0.782014,-0.529021,0.625,1.07444,0.9375,3.12902,1,5.50982,registered: hidden cell
B3x,confirmation,,Eu(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,20,0.455403,0.461307,0.679195,-0.247542,0.75,1.18178,0.95,3.24577,1,5.54732,registered: hidden cell
B3x,confirmation,,Gd(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,0.636092,0.768957,0.876902,0.213016,0.6875,1.13695,0.875,3.2088,1,5.62942,registered: hidden cell
B3x,confirmation,,Gd(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,0.728009,0.862773,0.928856,0.338161,0.411765,1.12921,0.823529,3.19338,1,5.62942,registered: hidden cell
B3x,confirmation,,Gd(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,35,0.318194,0.272427,0.521945,0.085602,0.857143,1.12086,0.971429,3.5191,1,6.34649,registered: hidden cell
B3x,confirmation,,Gd(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.33675,0.143943,0.379398,-0.0222222,0.9,0.942499,1,2.87507,1,6.21102,registered: hidden cell
B3x,confirmation,,Gd(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.467461,0.373934,0.611501,0.141245,0.8125,1.18703,1,3.25039,1,5.54732,registered: hidden cell
B3x,confirmation,,Ho(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,0.93748,1.42301,1.1929,-0.562327,0.416667,1.09906,0.583333,3.13224,1,5.61511,registered: hidden cell
B3x,confirmation,,Ho(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.889994,1.53639,1.23951,0.714886,0.5,1.09906,0.785714,3.13224,1,5.61511,registered: hidden cell
B3x,confirmation,,Ho(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,36,0.100924,0.0354062,0.188165,0.0601286,0.944444,1.12518,1,3.52211,1,6.34649,registered: hidden cell
B3x,confirmation,,La(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,44,1.07477,1.80834,1.34475,0.909146,0.386364,1.17752,0.75,3.23214,0.977273,5.54732,registered: hidden cell
B3x,confirmation,,La(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,0.604264,0.621248,0.788193,0.149693,0.470588,1.12518,0.941176,3.14648,1,5.61042,registered: hidden cell
B3x,confirmation,,La(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,0.228352,0.069767,0.264134,0.227266,1,0.947675,1,2.86328,1,6.11795,registered: hidden cell
B3x,confirmation,,La(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.322053,0.179591,0.423782,-0.0304504,0.75,1.17589,1,3.23214,1,5.54732,registered: hidden cell
B3x,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,1.33758,2.6866,1.63909,0.21916,0.294118,1.12213,0.529412,3.08367,0.941176,5.57066,registered: hidden cell
B3x,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,1.01432,2.10334,1.45029,0.873263,0.5,1.12213,0.571429,3.08367,0.928571,5.57066,registered: hidden cell
B3x,confirmation,,Nd(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,0.337353,0.228662,0.478186,0.0471266,0.794118,1.12745,1,3.55676,1,6.34649,registered: hidden cell
B3x,confirmation,,Nd(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,0.864456,1.11116,1.05411,0.733794,0.368421,1.17589,0.947368,3.23214,1,5.54732,registered: hidden cell
B3x,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,16,0.468497,0.254989,0.504964,0.468497,0.6875,1.16656,1,3.23214,1,5.62942,registered: hidden cell
B3x,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,10,0.837058,0.905134,0.951385,0.837058,0.4,1.17752,0.9,3.26209,1,5.61511,registered: hidden cell
B3x,confirmation,,Np(IV),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,22,0.772143,0.986332,0.993143,0.674964,0.454545,1.05129,0.909091,3.41346,1,6.26256,registered: hidden cell
B3x,confirmation,,Np(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,22,0.447283,0.300429,0.548114,0.363892,0.727273,1.04496,1,3.00364,1,5.47961,registered: hidden cell
B3x,confirmation,,Np(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.440638,0.3133,0.559732,0.390572,0.727273,1.03955,0.954545,3.01172,1,5.48566,registered: hidden cell
B3x,confirmation,,Np(V),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,15,1.1943,2.01345,1.41896,1.1943,0.133333,1.14058,0.733333,3.22085,0.933333,5.62942,registered: hidden cell
B3x,confirmation,,Np(V),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,21,0.903986,1.20116,1.09598,0.359744,0.380952,1.01699,0.809524,3.15597,1,6.38157,registered: hidden cell
B3x,confirmation,,Np(V),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,0.872069,1.1027,1.0501,0.839554,0.285714,1.01699,0.761905,3.15597,1,6.38157,registered: hidden cell
B3x,confirmation,,Np(V),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,16,0.933907,1.24205,1.11447,0.86504,0.1875,1.01128,0.875,3.1538,1,6.38157,registered: hidden cell
B3x,confirmation,,Np(V),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,17,1.0091,1.3181,1.14809,0.788859,0.235294,1.01128,0.823529,3.1538,1,6.38157,registered: hidden cell
B3x,confirmation,,Np(V),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,17,0.910778,1.16265,1.07826,0.710756,0.235294,1.01128,0.882353,3.15431,1,6.38157,registered: hidden cell
B3x,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,17,0.64306,0.591301,0.768961,-0.487744,0.588235,1.1986,1,3.1538,1,5.6024,registered: hidden cell
B3x,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,15,0.549,0.329969,0.574429,-0.482629,0.4,1.15866,1,3.1538,1,5.62942,registered: hidden cell
B3x,confirmation,,Pu(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,26,0.953799,1.58834,1.26029,-0.565877,0.346154,0.900938,0.807692,3.19004,1,6.28961,registered: hidden cell
B3x,confirmation,,Pu(III),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,11,1.80534,3.31646,1.82112,1.80534,0,1.05129,0.636364,3.41346,1,6.26256,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,56,0.605318,0.545305,0.738447,-0.34872,0.482143,1.02359,0.982143,3.20975,1,6.43342,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,66,1.02879,1.76386,1.3281,-0.5685,0.348485,1.02764,0.757576,3.22801,0.984848,6.43342,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,17,1.09754,2.16009,1.46972,0.946522,0.470588,1.1181,0.529412,2.86205,0.882353,4.93149,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,42,0.658571,0.661093,0.813076,0.0336819,0.571429,1.12959,0.952381,3.2088,1,5.63102,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,11,0.794435,0.855393,0.924874,-0.794435,0.363636,1.01012,0.909091,2.94619,1,5.40514,registered: hidden cell
B3x,confirmation,,Pu(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,10,0.69546,0.626426,0.791471,-0.69546,0.4,1.01706,0.9,2.99659,1,5.43308,registered: hidden cell
B3x,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,44,0.795378,0.795651,0.891992,0.73537,0.340909,0.904476,1,3.18477,1,6.28961,registered: hidden cell
B3x,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,14,0.563739,0.345151,0.587496,0.492627,0.285714,1.12959,1,3.2088,1,5.63102,registered: hidden cell
B3x,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,13,0.957484,1.4724,1.21342,0.773048,0.307692,1.16656,0.846154,3.13738,1,5.5896,registered: hidden cell
B3x,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.621176,0.54316,0.736994,0.514048,0.571429,1.16656,1,3.13738,1,5.5896,registered: hidden cell
B3x,confirmation,,Sm(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,0.335699,0.267112,0.516829,0.019285,0.852941,1.12518,1,3.55014,1,6.36596,registered: hidden cell
B3x,confirmation,,Sm(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,2.13064,4.79615,2.19001,-2.13064,0,0.875045,0.1,3.14524,1,6.26256,registered: hidden cell
B3x,confirmation,,Sm(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.753393,1.1069,1.05209,0.208306,0.5,1.1557,0.9375,3.22371,0.9375,5.54394,registered: hidden cell
B3x,confirmation,,Sr(II),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,15,1.73075,4.14684,2.03638,0.310974,0.0666667,1.12518,0.666667,3.55014,0.8,6.36596,registered: hidden cell
B3x,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,0.64644,0.707928,0.841384,-0.00852735,0.666667,1.17196,0.916667,3.13738,1,5.59124,registered: hidden cell
B3x,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.66595,0.786968,0.887112,0.506963,0.5,1.16656,0.857143,3.13738,1,5.5896,registered: hidden cell
B3x,confirmation,,Tb(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.536898,0.407985,0.638737,0.536898,0.6,0.983254,1,3.14648,1,6.34649,registered: hidden cell
B3x,confirmation,,Tb(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,14,0.329229,0.144729,0.380433,-0.272745,0.928571,1.1685,1,3.22085,1,5.55632,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,43,0.911308,1.67996,1.29613,-0.0208122,0.302326,0.8911,0.837209,3.15597,0.930233,6.26256,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,208,0.868802,1.66083,1.28873,-0.327084,0.538462,1.12745,0.788462,3.15597,0.932692,5.57935,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,22,1.45928,3.01821,1.7373,1.45928,0.181818,1.03092,0.636364,3.24577,0.909091,6.38157,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,23,1.43057,2.64234,1.62553,-1.29323,0.173913,1.03092,0.565217,3.24577,1,6.38157,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,10,1.01617,1.20568,1.09804,0.890563,0.1,1.12222,0.9,3.165,1,5.62743,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,18,1.69456,3.51916,1.87594,1.69456,0,1.02036,0.5,3.26209,1,6.43342,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,40,0.809055,1.16967,1.08151,-0.519814,0.575,1.02036,0.825,3.26209,1,6.43342,registered: hidden cell
B3x,confirmation,,Th(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,44,0.681797,0.753676,0.868145,-0.194456,0.5,1.01882,0.863636,2.99661,1,5.44158,registered: hidden cell
B3x,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.11694,2.12545,1.45789,-0.778329,0.416667,1.17196,0.583333,3.2088,1,5.6024,registered: hidden cell
B3x,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.941674,1.81893,1.34868,0.804973,0.5,1.17211,0.714286,3.2088,0.928571,5.5961,registered: hidden cell
B3x,confirmation,,U(VI),CCCCC(CC)C(=O)N(CCCC)CCCC,17,0.260928,0.0962874,0.310302,-0.226707,0.941176,1.01315,1,2.99982,1,5.46592,registered: hidden cell
B3x,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,178,0.614417,0.853567,0.923887,0.0882799,0.606742,0.915912,0.898876,3.22801,0.977528,6.28961,registered: hidden cell
B3x,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,87,0.611019,0.751138,0.866682,-0.241583,0.597701,1.0277,0.873563,3.28398,1,6.43342,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,26,0.314353,0.131619,0.362793,-0.0869278,0.961538,1.05129,1,3.41346,1,6.26256,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,24,2.9094,9.41676,3.06867,2.9094,0,0.956593,0.125,3.11158,0.583333,6.28788,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,1.64875,3.66134,1.91346,1.46667,0.047619,0.964803,0.47619,3.15931,0.904762,6.34649,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,27,0.694966,1.04507,1.02229,0.668018,0.592593,1.14192,0.851852,3.3287,1,5.64331,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)CCCCC,39,0.860116,1.0936,1.04575,0.827566,0.333333,1.13401,0.871795,3.19004,1,5.63102,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,19,2.72498,8.07828,2.84223,2.72498,0,0.956593,0.0526316,3.11158,0.684211,6.28788,registered: hidden cell
B3x,confirmation,,U(VI),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,20,2.40612,6.71305,2.59096,2.40612,0,0.962362,0.2,3.2088,0.8,6.38157,registered: hidden cell
B3x,confirmation,,U(VI),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,2.11338,5.20663,2.2818,2.11338,0,0.962362,0.315789,3.2088,0.894737,6.34649,registered: hidden cell
B3x,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.16199,2.32496,1.52478,-0.832214,0.5,1.16475,0.583333,3.15597,1,5.57066,registered: hidden cell
B3x,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,1.0045,1.92641,1.38795,0.814062,0.5,1.16475,0.642857,3.15431,0.928571,5.57066,registered: hidden cell
B3i,selection,,Am(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,65,1.05698,1.57408,1.25462,0.259737,0.2,0.919948,0.692308,2.91778,1,6.24585,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC,27,0.829547,1.24924,1.11769,0.229359,0.444444,0.899544,0.814815,2.97272,1,6.04888,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,31,1.15842,1.74113,1.31952,-0.251904,0.16129,0.914367,0.774194,2.84881,1,5.82724,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,14,0.770571,0.868351,0.931854,-0.725629,0.357143,1.04867,1,3.26802,1,6.24585,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,11,0.353073,0.169168,0.4113,-0.138199,0.909091,1.2063,1,3.48147,1,6.13353,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,18,1.89387,5.22705,2.28627,1.46905,0.166667,1.04609,0.555556,3.22552,0.777778,6.24585,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,22,1.58219,3.7563,1.93812,-1.58219,0.318182,1.04853,0.5,3.23771,0.954545,6.27425,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,515,1.33454,2.67217,1.63468,0.122401,0.198058,0.932846,0.61165,3.0848,0.949515,6.04888,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,50,0.741052,0.81814,0.904511,0.619746,0.34,1.02223,0.94,2.98756,1,5.25477,registered: hidden cell
B3i,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,12,0.787504,0.767415,0.876023,0.0152307,0.166667,1.20348,1,3.48147,1,6.18778,registered: hidden cell
B3i,selection,,Am(III),CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,14,0.889607,1.35181,1.16267,0.63344,0.285714,0.942478,0.785714,2.94169,1,6.24585,registered: hidden cell
B3i,selection,,Ba(II),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,22,2.20214,5.45465,2.33552,2.20214,0,1.04478,0.227273,3.28799,0.818182,6.28961,registered: hidden cell
